日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/07/02,1,5759,日本電解,東Ｍ,"3,435",,+447,+14.96%,"32,670",28.5,5.04,－
2021/07/02,2,8202,ラオックス,東２,292,,-18,-5.81%,"19,353",－,1.02,－
2021/07/02,3,6920,レーザーテク,東１,"20,420",,"-1,230",-5.68%,"17,358",131,38.02,0.27
2021/07/02,4,9984,ＳＢＧ,東１,"7,812",,+86,+1.11%,"17,126",－,1.31,0.56
2021/07/02,5,7318,セレンＨＤ,東Ｍ,"1,507",,+181,+13.65%,"13,587",35.5,2.12,－
2021/07/02,6,3390,アイネスト,ＪＱ,105,,-1,-0.94%,"12,348",136,3.16,－
2021/07/02,7,7201,日産自,東１,567.6,,+19.8,+3.61%,"12,005",－,0.56,－
2021/07/02,8,9479,インプレス,東１,251,,+46,+22.44%,"11,966",14.0,0.98,1.79
2021/07/02,9,6503,三菱電,東１,"1,554.5",,+39.5,+2.61%,"10,337",15.9,1.21,－
2021/07/02,10,7370,Ｅｎｊｉｎ,東Ｍ,"2,526",,+96,+3.95%,"10,155",54.6,16.37,－
2021/07/02,11,7374,Ｃｏｎｆ,東Ｍ,"3,420",,+355,+11.58%,"9,592",31.3,24.48,－
2021/07/02,12,8306,三菱ＵＦＪ,東１,607.1,,+7.2,+1.20%,"9,537",9.2,0.46,4.45
2021/07/02,13,7203,トヨタ,東１,"9,820",,+130,+1.34%,"9,094",11.9,1.17,－
2021/07/02,14,3382,セブン＆アイ,東１,"5,197",,-20,-0.38%,"8,915",24.2,1.72,1.92
2021/07/02,15,6758,ソニーＧ,東１,"11,340",,+400,+3.66%,"8,690",21.3,2.52,－
2021/07/02,16,9101,郵船,東１,"5,510",,+90,+1.66%,"8,230",2.7,1.49,3.63
2021/07/02,17,7096,ステムセル研,東Ｍ,"5,100",,+60,+1.19%,"8,050",192,19.76,－
2021/07/02,18,9202,ＡＮＡＨＤ,東１,"2,678.5",,+39.0,+1.48%,"7,490",360,1.25,－
2021/07/02,19,4582,シンバイオ,ＪＧ,"2,233",,-56,-2.45%,"7,425",74.6,22.28,－
2021/07/02,20,5020,ＥＮＥＯＳ,東１,470.2,,+4.6,+0.99%,"6,719",10.8,0.65,4.68
2021/07/02,21,6993,大黒屋,東２,110,,+23,+26.44%,"6,578",26.6,11.01,－
2021/07/02,22,4188,三菱ケミＨＤ,東１,926.4,,+4.5,+0.49%,"6,492",13.6,1.06,2.59
2021/07/02,23,2413,エムスリー,東１,"8,035",,+16,+0.20%,"6,423",－,27.29,－
2021/07/02,24,4689,ＺＨＤ,東１,549.2,,+3.0,+0.55%,"6,372",－,1.56,1.01
2021/07/02,25,9517,イーレックス,東１,"2,774",,+109,+4.09%,"6,371",25.2,3.71,0.72
2021/07/02,26,6501,日立,東１,"6,480",,+133,+2.10%,"6,102",11.4,1.78,－
2021/07/02,27,6981,村田製,東１,"8,574",,+118,+1.40%,"5,998",22.9,2.86,1.40
2021/07/02,28,4071,ＰＡコンサル,東Ｍ,"2,744",,-11,-0.40%,"5,920",92.3,27.15,0.22
2021/07/02,29,7373,アイドマＨＤ,東Ｍ,"4,185",,+355,+9.27%,"5,764",64.3,37.69,－
2021/07/02,30,8604,野村,東１,567.6,,+1.3,+0.23%,"5,641",－,0.65,－
2021/07/02,31,8002,丸紅,東１,973.9,,+10.2,+1.06%,"5,599",7.4,0.93,3.49
2021/07/02,32,6723,ルネサス,東１,"1,175",,-2,-0.17%,"5,578",－,3.16,－
2021/07/02,33,9107,川崎汽,東１,"3,790",,-20,-0.52%,"5,459",1.9,1.62,－
2021/07/02,34,2929,ファーマＦ,東１,"3,030",,+105,+3.59%,"5,430",62.7,14.31,0.50
2021/07/02,35,7261,マツダ,東１,"1,110",,+68,+6.53%,"5,348",20.0,0.59,1.35
2021/07/02,36,3436,ＳＵＭＣＯ,東１,"2,687",,+25,+0.94%,"5,303",－,2.43,－
2021/07/02,37,7733,オリンパス,東１,"2,153.0",,-19.0,-0.87%,"5,220",31.1,7.02,0.65
2021/07/02,38,9201,ＪＡＬ,東１,"2,447",,+11,+0.45%,"5,183",－,1.13,－
2021/07/02,39,4523,エーザイ,東１,"10,855",,-30,-0.28%,"5,119",69.9,4.43,1.47
2021/07/02,40,6178,日本郵政,東１,924.6,,+13.0,+1.43%,"5,097",10.2,0.25,5.41
2021/07/02,41,1570,日経レバ,東Ｅ,"15,700",,+80,+0.51%,"5,055",－,－,－
2021/07/02,42,8801,三井不,東１,"2,611.0",,+31.0,+1.20%,"4,957",15.7,0.98,1.69
2021/07/02,43,4751,サイバー,東１,"2,386",,+31,+1.32%,"4,814",48.2,12.04,0.42
2021/07/02,44,9432,ＮＴＴ,東１,"2,880.5",,+0.5,+0.02%,"4,810",9.6,1.38,3.82
2021/07/02,45,6752,パナソニック,東１,"1,316.0",,+36.0,+2.81%,"4,720",14.6,1.18,－
2021/07/02,46,4568,第一三共,東１,"2,382.0",,-12.5,-0.52%,"4,714",91.3,3.59,1.13
2021/07/02,47,8591,オリックス,東１,"1,898.0",,+28.5,+1.52%,"4,696",9.2,0.76,4.11
2021/07/02,48,4502,武田,東１,"3,753",,+15,+0.40%,"4,685",23.5,1.14,4.80
