日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/11/22,1,3936,ＧＷ,東Ｍ,"2,740",,-120,-4.20%,"27,985",164,111,－
2021/11/22,2,4689,ＺＨＤ,東１,835.0,,+9.5,+1.15%,"25,605",－,2.35,0.67
2021/11/22,3,9984,ＳＢＧ,東１,"6,822",,-34,-0.50%,"25,095",－,1.11,0.64
2021/11/22,4,6920,レーザーテク,東１,"31,600",,-360,-1.13%,"21,109",135,55.56,0.26
2021/11/22,5,8306,三菱ＵＦＪ,東１,629.3,,-7.9,-1.24%,"20,617",7.7,0.45,4.45
2021/11/22,6,4582,シンバイオ,ＪＧ,"1,781",,+7,+0.39%,"20,288",59.5,15.14,－
2021/11/22,7,3691,リアルワルド,東Ｍ,983,,-64,-6.11%,"18,498",－,4.02,－
2021/11/22,8,7201,日産自,東１,614.5,,-21.7,-3.41%,"14,698",13.4,0.58,－
2021/11/22,9,9250,ＧＲＣＳ,東Ｍ,"8,900",S,"+1,500",+20.27%,"13,764",80.3,54.95,－
2021/11/22,10,3680,ホットリンク,東Ｍ,"1,018",,+91,+9.82%,"13,368",28.0,4.40,－
2021/11/22,11,7203,トヨタ,東１,"2,105.0",,-27.5,-1.29%,"11,821",11.7,1.18,－
2021/11/22,12,9202,ＡＮＡＨＤ,東１,"2,655.0",,-16.5,-0.62%,"11,172",－,1.56,－
2021/11/22,13,9201,ＪＡＬ,東１,"2,358",,-30,-1.26%,"10,571",－,1.22,－
2021/11/22,14,3436,ＳＵＭＣＯ,東１,"2,542",,+17,+0.67%,"10,454",24.8,2.63,1.42
2021/11/22,15,6178,日本郵政,東１,875.2,,+6.6,+0.76%,"9,511",6.9,0.25,5.71
2021/11/22,16,9603,ＨＩＳ,東１,"2,268",,-26,-1.13%,"9,347",－,2.76,－
2021/11/22,17,4502,武田,東１,"3,185.0",,-42.0,-1.30%,"9,076",27.2,0.94,5.65
2021/11/22,18,6098,リクルート,東１,"7,569",,-24,-0.32%,"8,908",46.1,9.83,0.28
2021/11/22,19,6658,シライ電子,ＪＱ,571,S,+80,+16.29%,"8,868",8.9,2.53,0.88
2021/11/22,20,2479,ジェイテック,ＪＧ,283,,+55,+24.12%,"8,811",117,2.58,0.35
2021/11/22,21,3962,チェンジ,東１,"2,539",,+169,+7.13%,"8,657",40.5,6.01,－
