日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/08/31,1,9984,ＳＢＧ,東１,"6,181",,+29,+0.47%,"29,909",－,0.99,0.71
2021/08/31,2,2934,ジェイフロ,東Ｍ,"4,000",,-20,-0.50%,"20,735",35.1,14.49,－
2021/08/31,3,5401,日本製鉄,東１,"2,248.0",,+79.5,+3.67%,"20,044",5.6,0.70,－
2021/08/31,4,8306,三菱ＵＦＪ,東１,594.4,,+4.1,+0.69%,"16,793",9.0,0.44,4.54
2021/08/31,5,5411,ＪＦＥ,東１,"1,785",,+57,+3.30%,"15,767",4.3,0.58,－
2021/08/31,6,3998,すららネット,東Ｍ,"2,753",,-127,-4.41%,"14,435",57.1,12.17,－
2021/08/31,7,4689,ＺＨＤ,東１,717.0,,+22.4,+3.22%,"14,301",－,2.04,0.78
2021/08/31,8,1570,日経レバ,東Ｅ,"14,940",,+340,+2.33%,"13,468",－,－,－
2021/08/31,9,6920,レーザーテク,東１,"24,070",,"+1,200",+5.25%,"13,398",103,39.35,0.34
2021/08/31,10,9104,商船三井,東１,"8,500",,+260,+3.16%,"11,245",3.0,1.45,6.47
2021/08/31,11,9101,郵船,東１,"8,870",,+300,+3.50%,"11,186",3.0,1.96,7.89
2021/08/31,12,6613,ＱＤレーザ,東Ｍ,"1,119",,+43,+4.00%,"10,257",－,10.74,－
2021/08/31,13,7203,トヨタ,東１,"9,592",,+58,+0.61%,"9,685",11.6,1.11,－
2021/08/31,14,9479,インプレス,東１,269,,+23,+9.35%,"9,112",15.0,1.03,1.67
2021/08/31,15,9202,ＡＮＡＨＤ,東１,"2,605.5",,-55.0,-2.07%,"8,760",350,1.45,－
2021/08/31,16,2158,フロンテオ,東Ｍ,"1,790",,+52,+2.99%,"8,382",96.8,14.28,0.28
2021/08/31,17,4568,第一三共,東１,"2,614.5",,+70.5,+2.77%,"8,214",100,3.91,1.03
2021/08/31,18,7201,日産自,東１,578.5,,-0.9,-0.16%,"8,173",37.7,0.55,－
