日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/12/28,1,2158,フロンテオ,東Ｍ,"3,180",,-190,-5.64%,"28,381",113,23.46,0.22
2021/12/28,2,9212,ＧＥＩ,東Ｍ,"1,950",,+215,+12.39%,"24,673",261,24.53,－
2021/12/28,3,9984,ＳＢＧ,東１,"5,258",,+38,+0.73%,"22,872",－,0.85,0.84
2021/12/28,4,2427,アウトソシン,東１,"1,366",,-269,-16.45%,"22,170",13.4,2.36,2.27
2021/12/28,5,4260,ハイブリッド,東Ｍ,925,,-14,-1.49%,"18,518",59.6,17.43,－
2021/12/28,6,6920,レーザーテク,東１,"35,380",,"+1,090",+3.18%,"17,347",151,62.20,0.23
2021/12/28,7,1570,日経レバ,東Ｅ,"15,890",,+400,+2.58%,"17,342",－,－,－
2021/12/28,8,9258,ＣＳ－Ｃ,東Ｍ,"1,541",,+1,+0.06%,"16,098",58.0,16.41,－
2021/12/28,9,6768,タムラ,東１,715,,-23,-3.12%,"15,031",53.4,1.20,1.40
2021/12/28,10,4261,アジアＱ,東Ｍ,"5,310",,+250,+4.94%,"14,853",42.2,19.88,－
2021/12/28,11,3083,シーズメン,ＪＱ,"1,200",,+80,+7.14%,"14,213",69.2,3.10,－
2021/12/28,12,7777,３ＤＭ,ＪＧ,487,S,-100,-17.04%,"12,980",－,12.53,－
2021/12/28,13,6522,アスタリスク,東Ｍ,"3,670",,+660,+21.93%,"12,014",99.6,54.86,－
2021/12/28,14,6524,湖北工業,東２,"7,750",,+300,+4.03%,"10,841",22.8,7.33,－
2021/12/28,15,4591,リボミック,東Ｍ,611,,-140,-18.64%,"10,813",－,3.26,－
2021/12/28,16,7383,ネットプロ,東１,"1,592",,+129,+8.82%,"10,761",572,12.81,－
2021/12/28,17,8306,三菱ＵＦＪ,東１,625.0,,+4.4,+0.71%,"10,662",7.6,0.45,4.48
2021/12/28,18,4689,ＺＨＤ,東１,644.0,,+3.8,+0.59%,"10,497",－,1.81,0.86
2021/12/28,19,7203,トヨタ,東１,"2,133.0",,+25.0,+1.19%,"10,494",11.9,1.20,－
2021/12/28,20,4888,ステラファ,東Ｍ,844,,+87,+11.49%,"9,970",－,7.06,－
2021/12/28,21,2914,ＪＴ,東１,"2,377.5",,-5.0,-0.21%,"9,316",12.8,1.51,5.89
2021/12/28,22,6098,リクルート,東１,"7,003",,+78,+1.13%,"8,118",42.6,9.10,0.30
2021/12/28,23,6758,ソニーＧ,東１,"14,695",,+330,+2.30%,"7,449",24.9,2.57,－
2021/12/28,24,7201,日産自,東１,553.5,,+0.8,+0.14%,"7,364",12.0,0.52,－
2021/12/28,25,6501,日立,東１,"6,262",,+158,+2.59%,"7,139",11.0,1.58,－
2021/12/28,26,1360,日経ベア２,東Ｅ,927.3,,-24.7,-2.59%,"7,074",－,－,－
2021/12/28,27,5020,ＥＮＥＯＳ,東１,428.4,,-1.0,-0.23%,"7,025",4.9,0.54,5.14
2021/12/28,28,4418,ＪＤＳＣ,東Ｍ,"2,400",,-282,-10.51%,"6,992","1,025",9.94,－
2021/12/28,29,6178,日本郵政,東１,889.4,,+6.4,+0.72%,"6,821",6.9,0.25,5.62
2021/12/28,30,8591,オリックス,東１,"2,332.0",,+39.0,+1.70%,"6,621",9.0,0.89,3.34
2021/12/28,31,9202,ＡＮＡＨＤ,東１,"2,397.0",,+21.0,+0.88%,"6,532",－,1.41,－
2021/12/28,32,4599,ステムリム,東Ｍ,859,,-41,-4.56%,"6,493",－,5.16,－
2021/12/28,33,6981,村田製,東１,"9,289",,+109,+1.19%,"6,432",21.9,2.89,1.29
2021/12/28,34,3825,リミックス,東２,340,,+17,+5.26%,"6,247",18.5,6.03,－
2021/12/28,35,4188,三菱ケミＨＤ,東１,846.3,,+6.1,+0.73%,"5,855",6.3,0.91,3.54
2021/12/28,36,2413,エムスリー,東１,"5,788",,+36,+0.63%,"5,742",－,16.98,－
2021/12/28,37,1306,野村東証指数,東Ｅ,"2,084.0",,+27.5,+1.34%,"5,690",－,－,－
2021/12/28,38,7751,キヤノン,東１,"2,878.5",,+18.5,+0.65%,"5,651",15.0,1.10,3.47
2021/12/28,39,9603,ＨＩＳ,東１,"1,895",,-14,-0.73%,"5,539",－,3.38,－
