日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/10/04,1,9984,ＳＢＧ,東１,"6,266",,-162,-2.52%,"36,192",－,1.00,0.70
2021/10/04,2,9101,郵船,東１,"7,630",,-670,-8.07%,"33,053",2.6,1.68,9.17
2021/10/04,3,1570,日経レバ,東Ｅ,"15,430",,-370,-2.34%,"23,730",－,－,－
2021/10/04,4,8306,三菱ＵＦＪ,東１,632.2,,-7.8,-1.22%,"22,564",9.5,0.47,4.27
2021/10/04,5,6981,村田製,東１,"9,048",,-349,-3.71%,"20,669",21.4,2.95,1.33
2021/10/04,6,9202,ＡＮＡＨＤ,東１,"2,934.5",,+70.0,+2.44%,"20,452",394,1.64,－
2021/10/04,7,9104,商船三井,東１,"6,970",,-540,-7.19%,"18,895",2.5,1.19,7.89
2021/10/04,8,9107,川崎汽,東１,"5,330",,-490,-8.42%,"18,607",1.9,1.55,－
2021/10/04,9,9201,ＪＡＬ,東１,"2,678",,+61,+2.33%,"17,078",－,1.31,－
2021/10/04,10,7203,トヨタ,東１,"1,932.0",,-35.0,-1.78%,"16,681",11.6,1.11,－
2021/10/04,11,6920,レーザーテク,東１,"24,000",,"-1,310",-5.18%,"14,742",103,39.23,0.34
2021/10/04,12,1552,ＶＩＸ短先物,東Ｅ,"2,414",,-105,-4.17%,"12,863",－,－,－
2021/10/04,13,9603,ＨＩＳ,東１,"2,840",,-2,-0.07%,"12,823",－,3.46,－
2021/10/04,14,9021,ＪＲ西日本,東１,"5,712",,+167,+3.01%,"12,592",－,1.72,1.75
2021/10/04,15,4689,ＺＨＤ,東１,712.9,,-4.2,-0.59%,"12,364",－,2.03,0.78
2021/10/04,16,9020,ＪＲ東日本,東１,"7,871",,+228,+2.98%,"11,229",82.5,1.22,1.27
2021/10/04,17,4901,富士フイルム,東１,"8,859",,-557,-5.92%,"11,125",22.1,1.56,1.13
2021/10/04,18,9246,プロカン,東Ｍ,"3,960",,+175,+4.62%,"10,866",78.4,33.48,－
2021/10/04,19,7201,日産自,東１,557.7,,+2.4,+0.43%,"10,757",36.4,0.53,－
2021/10/04,20,6178,日本郵政,東１,917.8,,-11.8,-1.27%,"10,248",10.2,0.26,5.45
2021/10/04,21,6723,ルネサス,東１,"1,304",,-61,-4.47%,"10,179",－,2.60,－
