日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/11/17,1,9984,ＳＢＧ,東１,"7,132",,+19,+0.27%,"37,273",－,1.16,0.62
2021/11/17,2,4582,シンバイオ,ＪＧ,"1,701",S,+300,+21.41%,"27,368",56.8,14.46,－
2021/11/17,3,6166,中村超硬,東Ｍ,"1,003",,+150,+17.58%,"25,112",－,10.59,－
2021/11/17,4,3936,ＧＷ,東Ｍ,"2,678",S,+500,+22.96%,"22,826",155,105,－
2021/11/17,5,6098,リクルート,東１,"7,444",,-360,-4.61%,"22,088",45.3,9.67,0.28
2021/11/17,6,7203,トヨタ,東１,"2,128.0",,-13.5,-0.63%,"19,474",11.8,1.20,－
2021/11/17,7,6920,レーザーテク,東１,"32,510",,"+1,640",+5.31%,"18,543",139,57.16,0.25
2021/11/17,8,3962,チェンジ,東１,"2,403",,+167,+7.47%,"17,461",38.3,5.69,－
2021/11/17,9,3185,夢展望,東Ｍ,496,,+33,+7.13%,"16,793",51.5,38.18,－
2021/11/17,10,4689,ＺＨＤ,東１,817.9,,+15.8,+1.97%,"16,463",－,2.30,0.68
2021/11/17,11,8306,三菱ＵＦＪ,東１,638.6,,-9.8,-1.51%,"15,072",7.8,0.46,4.38
2021/11/17,12,6613,ＱＤレーザ,東Ｍ,"1,115",,+114,+11.39%,"13,921",－,10.68,－
2021/11/17,13,7201,日産自,東１,628.1,,-12.6,-1.97%,"13,545",13.7,0.59,－
2021/11/17,14,7816,スノーピーク,東１,"8,390",,-40,-0.47%,"12,097",67.5,12.54,0.24
2021/11/17,15,6178,日本郵政,東１,866.8,,-0.9,-0.10%,"11,049",6.8,0.24,5.77
2021/11/17,16,7078,ＩＮＣ,東Ｍ,"2,130",,-141,-6.21%,"10,561","1,521",11.17,－
2021/11/17,17,8604,野村,東１,492.5,,-13.5,-2.67%,"10,452",－,0.56,－
2021/11/17,18,3436,ＳＵＭＣＯ,東１,"2,482",,+76,+3.16%,"9,641",24.2,2.57,1.45
2021/11/17,19,4169,エネチェンジ,東Ｍ,"8,260",,+840,+11.32%,"9,435",－,109,－
2021/11/17,20,6981,村田製,東１,"8,754",,-85,-0.96%,"9,365",20.7,2.72,1.37
2021/11/17,21,1570,日経レバ,東Ｅ,"16,710",,-120,-0.71%,"9,140",－,－,－
2021/11/17,22,6619,ＷＳＣＯＰＥ,東１,"1,038",,+93,+9.84%,"8,826",－,1.93,－
2021/11/17,23,9625,セレスポ,ＪＱ,"1,461",,+131,+9.85%,"8,018",5.4,1.49,3.42
2021/11/17,24,9107,川崎汽,東１,"4,930",,+25,+0.51%,"7,994",1.2,0.98,6.09
2021/11/17,25,7270,ＳＵＢＡＲＵ,東１,"2,345.5",,+17.5,+0.75%,"7,819",16.4,0.99,2.39
2021/11/17,26,5020,ＥＮＥＯＳ,東１,448.2,,-2.1,-0.47%,"7,751",5.1,0.57,4.91
2021/11/17,27,6501,日立,東１,"7,238",,-127,-1.72%,"7,749",12.7,1.83,－
2021/11/17,28,6758,ソニーＧ,東１,"14,225",,-95,-0.66%,"7,711",24.2,2.49,－
2021/11/17,29,3083,シーズメン,ＪＱ,"1,221",,-56,-4.39%,"7,418",70.4,3.16,－
2021/11/17,30,5401,日本製鉄,東１,"1,867.0",,-34.0,-1.79%,"7,280",3.3,0.55,－
2021/11/17,31,9201,ＪＡＬ,東１,"2,435",,-69,-2.76%,"7,244",－,1.26,－
2021/11/17,32,5381,Ｍｉｐｏｘ,ＪＱ,"1,131",,-69,-5.75%,"7,053",14.9,2.68,－
