日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/08/20,1,7203,トヨタ,東１,"8,915",,-380,-4.09%,"49,267",10.8,1.03,－
2021/08/20,2,9984,ＳＢＧ,東１,"6,152",,-230,-3.60%,"29,460",－,0.98,0.72
2021/08/20,3,6902,デンソー,東１,"6,721",,-651,-8.83%,"26,990",15.5,1.29,2.08
2021/08/20,4,7201,日産自,東１,524.7,,-41.0,-7.25%,"24,617",34.2,0.50,－
2021/08/20,5,9101,郵船,東１,"7,290",,-670,-8.42%,"24,226",2.5,1.61,9.60
2021/08/20,6,4689,ＺＨＤ,東１,650.2,,-2.6,-0.40%,"21,556",－,1.85,0.86
2021/08/20,7,8256,プロルート,ＪＱ,400,S,-80,-16.67%,"19,131",90.7,12.67,－
2021/08/20,8,1570,日経レバ,東Ｅ,"13,820",,-260,-1.85%,"16,511",－,－,－
2021/08/20,9,9107,川崎汽,東１,"4,510",,-400,-8.15%,"14,635",1.6,1.31,－
2021/08/20,10,8306,三菱ＵＦＪ,東１,589.4,,-2.0,-0.34%,"13,740",8.9,0.44,4.58
2021/08/20,11,5401,日本製鉄,東１,"1,902.5",,-47.0,-2.41%,"13,723",4.7,0.59,－
2021/08/20,12,4568,第一三共,東１,"2,516.0",,+60.0,+2.44%,"13,653",96.4,3.77,1.07
2021/08/20,13,4507,塩野義,東１,"6,803",,+17,+0.25%,"13,399",20.5,2.37,1.62
2021/08/20,14,5020,ＥＮＥＯＳ,東１,416.3,,-6.5,-1.54%,"13,103",9.5,0.56,5.28
2021/08/20,15,1552,ＶＩＸ短先物,東Ｅ,"2,645",,+25,+0.95%,"12,647",－,－,－
2021/08/20,16,8031,三井物,東１,"2,320.0",,-97.5,-4.03%,"12,631",5.9,0.79,3.88
2021/08/20,17,9104,商船三井,東１,"6,460",,-570,-8.11%,"12,507",2.3,1.10,8.51
2021/08/20,18,4076,シイエヌエス,東Ｍ,"2,310",S,－,－%,"12,261",19.6,－,－
2021/08/20,19,7267,ホンダ,東１,"3,221.0",,-164.0,-4.84%,"12,138",8.3,0.60,3.42
2021/08/20,20,8002,丸紅,東１,845.7,,-27.4,-3.14%,"11,624",6.4,0.77,4.02
2021/08/20,21,5411,ＪＦＥ,東１,"1,441",,-55,-3.68%,"11,434",3.5,0.47,－
2021/08/20,22,4188,三菱ケミＨＤ,東１,898.8,,-16.5,-1.80%,"11,183",13.2,0.98,2.67
2021/08/20,23,6920,レーザーテク,東１,"19,150",,-260,-1.34%,"10,439",82.2,31.30,0.43
2021/08/20,24,4512,わかもと,東１,336,,-65,-16.21%,"10,019",40.2,1.03,－
2021/08/20,25,3436,ＳＵＭＣＯ,東１,"2,135",,-80,-3.61%,"9,910",－,1.87,－
2021/08/20,26,3936,ＧＷ,東Ｍ,"4,600",,-205,-4.27%,"9,846",56.5,20.80,－
2021/08/20,27,6098,リクルート,東１,"6,076",,+35,+0.58%,"9,434",44.1,8.52,0.35
2021/08/20,28,6137,小池工,東２,"3,465",,+385,+12.50%,"8,420",16.0,0.49,1.73
2021/08/20,29,4901,富士フイルム,東１,"8,717",,-184,-2.07%,"8,372",21.8,1.54,1.15
2021/08/20,30,8604,野村,東１,519.8,,-0.9,-0.17%,"8,363",－,0.59,－
2021/08/20,31,7270,ＳＵＢＡＲＵ,東１,"1,992.0",,-74.0,-3.58%,"8,155",10.9,0.86,2.81
2021/08/20,32,2484,出前館,ＪＱ,"1,364",,-112,-7.59%,"8,153",－,8.17,－
2021/08/20,33,7634,星医療,ＪＱ,"5,580",,+60,+1.09%,"7,909",16.9,1.29,0.90
2021/08/20,34,5802,住友電,東１,"1,388.5",,-73.0,-4.99%,"7,749",9.8,0.65,3.60
2021/08/20,35,4519,中外薬,東１,"4,284",,-17,-0.40%,"7,496",－,6.70,1.40
2021/08/20,36,6723,ルネサス,東１,"1,085",,+2,+0.18%,"7,447",－,2.16,－
2021/08/20,37,8316,三井住友ＦＧ,東１,"3,730",,-34,-0.90%,"7,284",8.5,0.43,5.36
2021/08/20,38,6503,三菱電,東１,"1,442.5",,-11.0,-0.76%,"7,237",14.7,1.12,－
2021/08/20,39,4004,昭電工,東１,"2,737",,-165,-5.69%,"7,178",－,0.98,2.37
2021/08/20,40,6501,日立,東１,"5,945",,-73,-1.21%,"7,129",10.5,1.60,－
2021/08/20,41,9201,ＪＡＬ,東１,"2,208",,-13,-0.59%,"7,058",－,1.08,－
