日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/12/17,1,9984,ＳＢＧ,東１,"5,481",,-162,-2.87%,"30,290",－,0.89,0.80
2021/12/17,2,4412,サイエンスＡ,東Ｍ,"14,080",,+280,+2.03%,"25,918",－,196,－
2021/12/17,3,4599,ステムリム,東Ｍ,821,,-248,-23.20%,"23,250",－,4.93,－
2021/12/17,4,7203,トヨタ,東１,"2,102.5",,-37.0,-1.73%,"22,801",11.7,1.18,－
2021/12/17,5,1570,日経レバ,東Ｅ,"15,365",,-585,-3.67%,"21,518",－,－,－
2021/12/17,6,7201,日産自,東１,562.0,,+2.5,+0.45%,"19,671",12.2,0.53,－
2021/12/17,7,4592,サンバイオ,東Ｍ,"1,132",,+35,+3.19%,"19,245",－,16.27,－
2021/12/17,8,7383,ネットプロ,東１,"1,152",,-238,-17.12%,"18,244",414,9.27,－
2021/12/17,9,8306,三菱ＵＦＪ,東１,637.1,,-7.2,-1.12%,"15,858",7.8,0.46,4.39
2021/12/17,10,6920,レーザーテク,東１,"31,340",,-730,-2.28%,"14,629",134,55.10,0.26
2021/12/17,11,4689,ＺＨＤ,東１,670.5,,-20.5,-2.97%,"14,053",－,1.89,0.83
2021/12/17,12,6981,村田製,東１,"9,242",,-42,-0.45%,"13,907",21.8,2.87,1.30
2021/12/17,13,6098,リクルート,東１,"6,613",,-230,-3.36%,"13,899",40.2,8.59,0.32
2021/12/17,14,7751,キヤノン,東１,"2,858.0",,+15.0,+0.53%,"12,508",14.9,1.09,3.50
2021/12/17,15,2158,フロンテオ,東Ｍ,"2,187",,-219,-9.10%,"12,492",78.0,16.12,0.32
2021/12/17,16,4188,三菱ケミＨＤ,東１,851.5,,+13.8,+1.65%,"12,465",6.3,0.92,3.52
2021/12/17,17,9107,川崎汽,東１,"6,980",,-10,-0.14%,"11,905",1.8,1.39,4.30
2021/12/17,18,5759,日本電解,東Ｍ,"4,830",,-50,-1.02%,"11,084",41.5,6.61,－
2021/12/17,19,1360,日経ベア２,東Ｅ,965.9,,+35.7,+3.84%,"9,855",－,－,－
2021/12/17,20,6178,日本郵政,東１,889.9,,-5.2,-0.58%,"9,525",6.9,0.25,5.62
2021/12/17,21,9101,郵船,東１,"8,450",,-40,-0.47%,"9,419",2.0,1.38,9.47
2021/12/17,22,7063,バードマン,東Ｍ,"1,620",,-104,-6.03%,"9,296",25.2,12.24,－
2021/12/17,23,6501,日立,東１,"6,344",,-103,-1.60%,"9,162",11.2,1.60,－
2021/12/17,24,8750,第一生命ＨＤ,東１,"2,389.0",,-61.0,-2.49%,"8,953",7.2,0.51,3.35
2021/12/17,25,8031,三井物,東１,"2,650.0",,+26.5,+1.01%,"8,421",6.0,0.90,3.58
2021/12/17,26,4591,リボミック,東Ｍ,781,,-120,-13.32%,"8,312",－,4.17,－
2021/12/17,27,5401,日本製鉄,東１,"1,895.0",,-10.5,-0.55%,"8,248",3.4,0.56,－
2021/12/17,28,8604,野村,東１,514.3,,-3.4,-0.66%,"8,235",－,0.58,－
2021/12/17,29,4080,田中化研,ＪＱ,"1,984",,+14,+0.71%,"8,101",99.3,4.92,－
2021/12/17,30,8801,三井不,東１,"2,283.0",,-54.5,-2.33%,"7,935",13.6,0.83,1.93
2021/12/17,31,8308,りそなＨＤ,東１,450.3,,-1.7,-0.38%,"7,902",7.5,0.42,4.66
2021/12/17,32,4414,フレクト,東Ｍ,"4,250",S,"-1,000",-19.05%,"7,831",71.0,32.38,－
2021/12/17,33,2413,エムスリー,東１,"5,523",,-198,-3.46%,"7,784",－,16.20,－
2021/12/17,34,3436,ＳＵＭＣＯ,東１,"2,249",,-65,-2.81%,"7,722",21.9,2.33,1.60
2021/12/17,35,6723,ルネサス,東１,"1,396",,-55,-3.79%,"7,671",－,2.60,－
2021/12/17,36,6902,デンソー,東１,"9,322",,-9,-0.10%,"7,473",21.3,1.77,1.72
2021/12/17,37,6855,電子材料,東１,"2,530",,+34,+1.36%,"6,978",10.0,1.59,1.58
2021/12/17,38,6758,ソニーＧ,東１,"13,850",,-190,-1.35%,"6,773",23.5,2.43,－
2021/12/17,39,3189,ＡＮＡＰ,ＪＱ,532,,+66,+14.16%,"6,746",19.1,4.20,－
2021/12/17,40,8316,三井住友ＦＧ,東１,"3,930",,-18,-0.46%,"6,704",8.0,0.44,5.34
2021/12/17,41,3825,リミックス,東２,304,,-4,-1.30%,"6,684",15.0,4.91,－
2021/12/17,42,7733,オリンパス,東１,"2,475.5",,-72.0,-2.83%,"6,646",29.2,7.13,0.57
2021/12/17,43,6301,コマツ,東１,"2,635.0",,-42.5,-1.59%,"6,642",13.3,1.25,3.04
2021/12/17,44,9603,ＨＩＳ,東１,"1,881",,-64,-3.29%,"6,607",－,2.37,－
2021/12/17,45,3402,東レ,東１,696.5,,-1.5,-0.21%,"6,594",12.0,0.85,2.30
2021/12/17,46,9202,ＡＮＡＨＤ,東１,"2,340.5",,-20.0,-0.85%,"6,572",－,1.38,－
