日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/02/17,1,2438,アスカネット,東Ｍ,"1,552",,+25,+1.64%,"36,656",130,4.49,0.45
2022/02/17,2,1570,日経レバ,東Ｅ,"13,900",,-235,-1.66%,"34,408",－,－,－
2022/02/17,3,2158,フロンテオ,東Ｍ,"1,593",S,-400,-20.07%,"31,687",56.9,11.11,0.44
2022/02/17,4,6920,レーザーテク,東１,"22,000",,-325,-1.46%,"28,184",94.5,33.42,0.37
2022/02/17,5,8306,三菱ＵＦＪ,東１,738.8,,-7.0,-0.94%,"27,489",8.9,0.53,3.79
2022/02/17,6,9984,ＳＢＧ,東１,"5,117",,-119,-2.27%,"27,395",－,0.78,0.86
2022/02/17,7,6098,リクルート,東１,"4,828",,-295,-5.76%,"21,800",29.4,5.83,0.43
2022/02/17,8,7203,トヨタ,東１,"2,160.5",,-32.0,-1.46%,"20,786",12.0,1.20,－
2022/02/17,9,4932,アルマード,ＪＱ,802,,+57,+7.65%,"20,759",14.6,2.90,4.99
2022/02/17,10,4689,ＺＨＤ,東１,546.3,,-20.0,-3.53%,"20,446",－,1.50,1.02
2022/02/17,11,7816,スノーピーク,東１,"2,760",,-83,-2.92%,"19,497",31.6,7.54,0.43
2022/02/17,12,4582,シンバイオ,ＪＧ,962,,+18,+1.91%,"18,856",24.9,5.93,－
2022/02/17,13,4268,エッジテクノ,東Ｍ,668,,－,－%,"18,081",64.0,41.18,－
2022/02/17,14,6178,日本郵政,東１,982.4,,-3.8,-0.39%,"15,518",7.6,0.27,5.09
2022/02/17,15,9101,郵船,東１,"10,000",,+70,+0.70%,"14,961",1.8,1.29,12.00
2022/02/17,16,1552,ＶＩＸ短先物,東Ｅ,"1,959",,-13,-0.66%,"14,745",－,－,－
2022/02/17,17,8308,りそなＨＤ,東１,549.6,,+1.7,+0.31%,"14,689",9.1,0.52,3.82
2022/02/17,18,7201,日産自,東１,608.5,,-2.2,-0.36%,"14,174",11.6,0.56,－
2022/02/17,19,6501,日立,東１,"6,150",,+246,+4.17%,"13,384",10.8,1.51,－
2022/02/17,20,9202,ＡＮＡＨＤ,東１,"2,664.5",,-4.0,-0.15%,"12,910",－,1.57,－
2022/02/17,21,6619,ＷＳＣＯＰＥ,東１,"1,039",,+34,+3.38%,"12,599",40.4,1.85,－
2022/02/17,22,7733,オリンパス,東１,"2,268.5",,+16.0,+0.71%,"11,871",26.6,6.05,0.62
2022/02/17,23,4267,ライトＷ,東Ｍ,"2,535",,-309,-10.86%,"10,859",58.1,18.83,0.55
2022/02/17,24,1458,楽天Ｗブル,東Ｅ,"16,310",,-255,-1.54%,"10,568",－,－,－
2022/02/17,25,9107,川崎汽,東１,"7,540",,-110,-1.44%,"10,256",1.4,1.07,3.98
2022/02/17,26,8058,三菱商,東１,"4,120",,+135,+3.39%,"10,219",7.4,0.99,3.45
2022/02/17,27,9308,乾汽船,東１,"2,939",,-346,-10.53%,"10,219",7.4,2.80,6.36
2022/02/17,28,5401,日本製鉄,東１,"2,014.0",,-19.5,-0.96%,"10,119",3.6,0.57,6.95
2022/02/17,29,3923,ラクス,東１,"1,753",,-122,-6.51%,"9,822",348,38.21,0.11
2022/02/17,30,7370,Ｅｎｊｉｎ,東Ｍ,"2,824",,-74,-2.55%,"9,768",35.5,6.22,－
2022/02/17,31,1605,ＩＮＰＥＸ,東１,"1,170",,+32,+2.81%,"9,701",6.5,0.52,4.62
2022/02/17,32,6723,ルネサス,東１,"1,440",,-2,-0.14%,"9,535",－,2.42,－
2022/02/17,33,3436,ＳＵＭＣＯ,東１,"2,100",,-18,-0.85%,"9,452",－,1.54,－
2022/02/17,34,4911,資生堂,東１,"6,731",,+137,+2.08%,"9,392",67.2,4.93,1.49
2022/02/17,35,7267,ホンダ,東１,"3,681",,-31,-0.84%,"9,300",9.4,0.64,2.99
