日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/06/14,1,4199,ワンプラ,東Ｍ,"4,815",,+200,+4.33%,"16,145",7.4,4.87,－
2021/06/14,2,4568,第一三共,東１,"2,609.0",,+35.5,+1.38%,"15,111",100.0,3.93,1.03
2021/06/14,3,8306,三菱ＵＦＪ,東１,604.7,,-6.1,-1.00%,"14,625",9.1,0.46,4.47
2021/06/14,4,4523,エーザイ,東１,"10,700",,0,0.00%,"14,401",68.9,4.36,1.50
2021/06/14,5,6326,クボタ,東１,"2,262.5",,-15.5,-0.68%,"13,648",17.3,1.75,－
2021/06/14,6,9603,ＨＩＳ,東１,"2,640",,+70,+2.72%,"12,963",－,2.94,－
2021/06/14,7,9984,ＳＢＧ,東１,"8,056",,+56,+0.70%,"12,872",－,1.35,0.55
2021/06/14,8,9202,ＡＮＡＨＤ,東１,"2,875.5",,+3.0,+0.10%,"12,177",386,1.34,－
2021/06/14,9,4582,シンバイオ,ＪＧ,"2,231",,-42,-1.85%,"10,676",74.5,22.26,－
2021/06/14,10,2413,エムスリー,東１,"7,863",,+338,+4.49%,"9,891",－,26.71,－
2021/06/14,11,6920,レーザーテク,東１,"20,670",,+450,+2.23%,"9,633",133,38.48,0.27
2021/06/14,12,3903,ｇｕｍｉ,東１,869,,-163,-15.79%,"9,358",－,1.62,－
2021/06/14,13,3038,神戸物産,東１,"3,170",,+343,+12.13%,"9,246",34.3,10.55,0.63
2021/06/14,14,4689,ＺＨＤ,東１,508.3,,+5.7,+1.13%,"8,743",－,1.44,1.09
2021/06/14,15,6723,ルネサス,東１,"1,195",,+21,+1.79%,"8,648",－,2.88,－
2021/06/14,16,7201,日産自,東１,555.3,,+6.5,+1.18%,"8,039",－,0.55,－
2021/06/14,17,6255,エヌピーシー,東Ｍ,800,,-11,-1.36%,"7,836",53.4,2.42,0.25
2021/06/14,18,9201,ＪＡＬ,東１,"2,697",,+11,+0.41%,"7,818",－,1.24,－
2021/06/14,19,6178,日本郵政,東１,909.1,,-18.6,-2.00%,"7,706",10.1,0.25,5.50
2021/06/14,20,7203,トヨタ,東１,"9,900",,+39,+0.40%,"7,312",12.0,1.18,－
2021/06/14,21,6535,アイモバイル,東１,"1,764",,+98,+5.88%,"7,282",19.3,2.62,5.67
2021/06/14,22,5020,ＥＮＥＯＳ,東１,468.5,,-0.2,-0.04%,"7,175",10.7,0.65,4.70
2021/06/14,23,7974,任天堂,東１,"65,080",,"-2,070",-3.08%,"6,918",22.8,4.14,2.20
2021/06/14,24,8001,伊藤忠,東１,"3,266.0",,-97.0,-2.88%,"6,916",8.8,1.46,2.88
2021/06/14,25,4888,ステラファ,東Ｍ,625,,+67,+12.01%,"6,871",－,77.83,－
2021/06/14,26,8938,グロームＨＤ,ＪＧ,"1,724",,-494,-22.27%,"6,827",27.5,2.12,－
2021/06/14,27,1570,日経レバ,東Ｅ,"16,170",,+250,+1.57%,"6,654",－,－,－
2021/06/14,28,4188,三菱ケミＨＤ,東１,892.2,,-6.2,-0.69%,"6,509",13.1,1.03,2.69
2021/06/14,29,5401,日本製鉄,東１,"1,949.0",,-11.5,-0.59%,"6,204",7.5,0.65,－
