日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/01/04,1,9984,ＳＢＧ,東１,"5,482",,+48,+0.88%,"30,861",－,0.89,0.80
2022/01/04,2,7203,トヨタ,東１,"2,234.5",,+129.0,+6.13%,"28,221",12.4,1.26,－
2022/01/04,3,1570,日経レバ,東Ｅ,"16,190",,+535,+3.42%,"25,708",－,－,－
2022/01/04,4,6920,レーザーテク,東１,"34,320",,-970,-2.75%,"25,093",147,60.34,0.24
2022/01/04,5,9519,レノバ,東１,"2,004",,-78,-3.75%,"23,456",30.7,5.34,－
2022/01/04,6,9211,エフ・コード,東Ｍ,"9,810",,"+1,310",+15.41%,"22,594",135,69.31,－
2022/01/04,7,1518,三井松島ＨＤ,東１,"1,709",,-182,-9.62%,"22,126",5.6,0.70,3.51
2022/01/04,8,8306,三菱ＵＦＪ,東１,646.7,,+21.8,+3.49%,"21,540",7.9,0.47,4.33
2022/01/04,9,4689,ＺＨＤ,東１,670.0,,+2.6,+0.39%,"21,427",－,1.89,0.83
2022/01/04,10,7201,日産自,東１,590.1,,+34.3,+6.17%,"18,124",12.8,0.56,－
2022/01/04,11,6178,日本郵政,東１,923.7,,+26.9,+3.00%,"16,809",7.2,0.26,5.41
2022/01/04,12,4261,アジアＱ,東Ｍ,"5,800",S,"-1,500",-20.55%,"14,539",46.1,21.71,－
2022/01/04,13,9212,ＧＥＩ,東Ｍ,"1,450",S,-400,-21.62%,"13,498",194,18.24,－
2022/01/04,14,4888,ステラファ,東Ｍ,"1,047",,+127,+13.80%,"12,766",－,8.76,－
2022/01/04,15,9107,川崎汽,東１,"7,680",,+760,+10.98%,"12,763",1.9,1.53,3.91
2022/01/04,16,6098,リクルート,東１,"7,080",,+108,+1.55%,"11,195",43.1,9.20,0.30
2022/01/04,17,4080,田中化研,ＪＱ,"2,448",,+103,+4.39%,"10,952",122,6.07,－
2022/01/04,18,6723,ルネサス,東１,"1,510",,+87,+6.11%,"10,752",－,2.81,－
2022/01/04,19,6524,湖北工業,東２,"7,590",,+330,+4.55%,"10,451",22.3,7.18,－
2022/01/04,20,6501,日立,東１,"6,481",,+251,+4.03%,"9,882",11.4,1.64,－
2022/01/04,21,8750,第一生命ＨＤ,東１,"2,464.0",,+138.5,+5.96%,"9,683",7.5,0.52,3.25
2022/01/04,22,3691,リアルワルド,東Ｍ,"1,215",,-94,-7.18%,"9,468",－,5.35,－
2022/01/04,23,4591,リボミック,東Ｍ,298,,-113,-27.49%,"9,108",－,1.59,－
2022/01/04,24,9101,郵船,東１,"9,140",,+380,+4.34%,"9,028",2.2,1.49,8.75
2022/01/04,25,6758,ソニーＧ,東１,"14,970",,+495,+3.42%,"8,432",25.4,2.62,－
2022/01/04,26,1360,日経ベア２,東Ｅ,910.1,,-30.6,-3.25%,"8,347",－,－,－
