日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/06/02,1,9984,ＳＢＧ,東１,"8,109",,-53,-0.65%,"34,915",－,1.36,0.54
2021/06/02,2,7203,トヨタ,東１,"9,628",,+205,+2.18%,"28,336",11.7,1.15,－
2021/06/02,3,8306,三菱ＵＦＪ,東１,633.7,,+8.4,+1.34%,"20,009",9.6,0.48,4.26
2021/06/02,4,4582,シンバイオ,ＪＧ,"1,968",,-75,-3.67%,"19,694",65.7,19.63,－
2021/06/02,5,6614,シキノＨＴ,ＪＱ,"2,462",,+322,+15.05%,"18,421",63.5,8.70,－
2021/06/02,6,2667,イメージワン,ＪＱ,815,,+50,+6.54%,"13,381",154,3.95,－
2021/06/02,7,8604,野村,東１,605.6,,+9.1,+1.53%,"13,313",－,0.70,－
2021/06/02,8,4689,ＺＨＤ,東１,519.6,,+2.3,+0.44%,"12,744",－,1.47,1.07
2021/06/02,9,9202,ＡＮＡＨＤ,東１,"2,753.0",,+85.0,+3.19%,"12,503",370,1.29,－
2021/06/02,10,4502,武田,東１,"3,600.0",,-57.0,-1.56%,"12,317",22.5,1.09,5.00
2021/06/02,11,3402,東レ,東１,768.6,,+30.5,+4.13%,"12,237",15.4,0.99,2.08
2021/06/02,12,6981,村田製,東１,"8,562",,+113,+1.34%,"11,576",22.8,2.85,1.40
2021/06/02,13,4568,第一三共,東１,"2,425.0",,-40.0,-1.62%,"11,388",92.9,3.65,1.11
2021/06/02,14,6178,日本郵政,東１,911.2,,+0.4,+0.04%,"11,206",10.8,0.27,5.49
2021/06/02,15,7267,ホンダ,東１,"3,518.0",,+153.0,+4.55%,"10,599",10.3,0.67,3.13
2021/06/02,16,5401,日本製鉄,東１,"2,007.5",,+21.5,+1.08%,"10,273",7.7,0.67,－
2021/06/02,17,1570,日経レバ,東Ｅ,"15,920",,+130,+0.82%,"10,236",－,－,－
2021/06/02,18,9021,ＪＲ西日本,東１,"6,715",,+478,+7.66%,"10,221",427,1.51,1.49
2021/06/02,19,9020,ＪＲ東日本,東１,"8,142",,+463,+6.03%,"9,840",85.3,1.21,1.23
2021/06/02,20,7201,日産自,東１,553.9,,+9.4,+1.73%,"9,628",－,0.55,－
2021/06/02,21,3647,ジー・スリー,東２,696,,-79,-10.19%,"9,375",73.3,5.12,－
2021/06/02,22,9201,ＪＡＬ,東１,"2,600",,+87,+3.46%,"9,308",－,1.20,－
2021/06/02,23,6098,リクルート,東１,"5,654",,+173,+3.16%,"9,060",56.0,8.46,－
2021/06/02,24,5020,ＥＮＥＯＳ,東１,463.6,,+7.3,+1.60%,"8,928",10.6,0.64,4.75
2021/06/02,25,6920,レーザーテク,東１,"21,460",,+550,+2.63%,"8,771",138,39.95,0.26
2021/06/02,26,6723,ルネサス,東１,"1,172",,+21,+1.82%,"8,567",－,2.83,－
2021/06/02,27,9024,西武ＨＤ,東１,"1,388",,+124,+9.81%,"8,492",－,1.39,0.36
