日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/01/12,1,9984,ＳＢＧ,東１,"5,683",,+323,+6.03%,"47,154",－,0.92,0.77
2022/01/12,2,3604,川本産業,東２,"1,458",,-236,-13.93%,"40,654",13.9,1.53,0.96
2022/01/12,3,2158,フロンテオ,東Ｍ,"2,557",,+116,+4.75%,"29,176",91.3,18.86,0.27
2022/01/12,4,8306,三菱ＵＦＪ,東１,704.0,,+2.6,+0.37%,"27,821",8.5,0.50,3.98
2022/01/12,5,7203,トヨタ,東１,"2,359.5",,+37.5,+1.61%,"24,862",13.1,1.32,－
2022/01/12,6,1570,日経レバ,東Ｅ,"15,600",,+575,+3.83%,"23,140",－,－,－
2022/01/12,7,9212,ＧＥＩ,東Ｍ,"1,574",,+193,+13.98%,"22,023",211,19.80,－
2022/01/12,8,6920,レーザーテク,東１,"31,360",,+630,+2.05%,"18,962",134,55.14,0.26
2022/01/12,9,4689,ＺＨＤ,東１,628.4,,+13.4,+2.18%,"16,855",－,1.77,0.88
2022/01/12,10,6178,日本郵政,東１,991.9,,0.0,0.00%,"15,086",7.7,0.27,5.04
2022/01/12,11,7201,日産自,東１,631.9,,+9.6,+1.54%,"14,085",13.7,0.59,－
2022/01/12,12,6524,湖北工業,東２,"9,190",,+40,+0.44%,"13,080",27.0,8.70,－
2022/01/12,13,1419,タマホーム,東１,"2,660",,+420,+18.75%,"12,927",10.3,2.90,4.32
2022/01/12,14,3083,シーズメン,ＪＱ,"1,227",,+12,+0.99%,"12,089",70.8,2.96,－
2022/01/12,15,7383,ネットプロ,東１,"1,389",,+107,+8.35%,"11,905",499,11.17,－
2022/01/12,16,9107,川崎汽,東１,"7,950",,+400,+5.30%,"11,129",2.0,1.58,3.77
2022/01/12,17,6098,リクルート,東１,"6,605",,+197,+3.07%,"11,078",40.2,8.58,0.32
2022/01/12,18,8591,オリックス,東１,"2,514.5",,+49.0,+1.99%,"10,578",9.7,0.96,3.10
2022/01/12,19,3436,ＳＵＭＣＯ,東１,"2,410",,+122,+5.33%,"10,524",23.5,2.50,1.49
2022/01/12,20,8750,第一生命ＨＤ,東１,"2,640.5",,-31.0,-1.16%,"10,195",7.9,0.55,3.03
2022/01/12,21,2413,エムスリー,東１,"5,052",,-51,-1.00%,"10,046",－,14.82,－
2022/01/12,22,4502,武田,東１,"3,344.0",,+69.0,+2.11%,"10,031",28.3,0.98,5.38
