日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/06/11,1,4523,エーザイ,東１,"10,700",,+700,+7.00%,"54,073",68.9,4.36,1.50
2021/06/11,2,4199,ワンプラ,東Ｍ,"4,615",,-200,-4.15%,"22,508",9.9,6.53,－
2021/06/11,3,9984,ＳＢＧ,東１,"8,000",,-22,-0.27%,"20,516",－,1.34,0.55
2021/06/11,4,6920,レーザーテク,東１,"20,220",,-340,-1.65%,"16,640",130,37.64,0.27
2021/06/11,5,8306,三菱ＵＦＪ,東１,610.8,,-11.5,-1.85%,"16,437",9.2,0.47,4.42
2021/06/11,6,6326,クボタ,東１,"2,278.0",,-107.0,-4.49%,"13,471",17.4,1.76,－
2021/06/11,7,6178,日本郵政,東１,927.7,,+22.2,+2.45%,"13,085",11.0,0.27,5.39
2021/06/11,8,7203,トヨタ,東１,"9,861",,-5,-0.05%,"11,219",12.0,1.18,－
2021/06/11,9,6255,エヌピーシー,東Ｍ,811,,+20,+2.53%,"11,155",54.2,2.46,0.25
2021/06/11,10,4689,ＺＨＤ,東１,502.6,,+2.8,+0.56%,"10,787",－,1.42,1.11
2021/06/11,11,4582,シンバイオ,ＪＧ,"2,273",,+155,+7.32%,"10,541",75.9,22.68,－
2021/06/11,12,7201,日産自,東１,548.8,,-7.9,-1.42%,"10,257",－,0.54,－
2021/06/11,13,9202,ＡＮＡＨＤ,東１,"2,872.5",,-21.5,-0.74%,"10,231",386,1.34,－
2021/06/11,14,4477,ＢＡＳＥ,東Ｍ,"1,803",,-39,-2.12%,"10,128",－,12.29,－
2021/06/11,15,8604,野村,東１,588.0,,-4.0,-0.68%,"9,817",－,0.67,－
2021/06/11,16,4568,第一三共,東１,"2,573.5",,+76.5,+3.06%,"9,674",98.6,3.88,1.05
2021/06/11,17,5020,ＥＮＥＯＳ,東１,468.7,,+3.9,+0.84%,"8,846",10.8,0.65,4.69
