日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/07/19,1,4074,ラキール,東Ｍ,"3,150",,+170,+5.70%,"22,232",102,19.96,－
2021/07/19,2,4523,エーザイ,東１,"9,268",,+111,+1.21%,"20,744",59.7,3.78,1.73
2021/07/19,3,1570,日経レバ,東Ｅ,"14,470",,-420,-2.82%,"18,786",－,－,－
2021/07/19,4,9984,ＳＢＧ,東１,"7,342",,-139,-1.86%,"17,871",－,1.23,0.60
2021/07/19,5,8306,三菱ＵＦＪ,東１,579.9,,-9.7,-1.65%,"13,806",8.8,0.44,4.66
2021/07/19,6,4932,アルマード,ＪＱ,"1,126",,0,0.00%,"13,480",17.2,4.12,－
2021/07/19,7,4068,ベイシス,東Ｍ,"10,020",,-820,-7.56%,"13,202",88.5,20.80,－
2021/07/19,8,2929,ファーマＦ,東１,"3,375",S,+500,+17.39%,"12,190",29.6,15.94,0.44
2021/07/19,9,1552,ＶＩＸ短先物,東Ｅ,"2,728",,+142,+5.49%,"11,465",－,－,－
2021/07/19,10,6255,エヌピーシー,東Ｍ,910,,-17,-1.83%,"10,679",60.8,2.64,0.22
2021/07/19,11,7599,ＩＤＯＭ,東１,923,,+12,+1.32%,"10,049",13.1,2.00,0.50
2021/07/19,12,4689,ＺＨＤ,東１,577.7,,+3.3,+0.57%,"9,711",－,1.64,0.96
2021/07/19,13,3436,ＳＵＭＣＯ,東１,"2,645",,-113,-4.10%,"9,581",－,2.39,－
2021/07/19,14,6920,レーザーテク,東１,"21,250",,-470,-2.16%,"9,340",136,39.56,0.26
2021/07/19,15,7201,日産自,東１,561.9,,-14.3,-2.48%,"9,332",－,0.56,－
2021/07/19,16,6058,ベクトル,東１,"1,049",,-46,-4.20%,"9,251",50.0,4.12,0.38
2021/07/19,17,9202,ＡＮＡＨＤ,東１,"2,538.5",,-71.5,-2.74%,"8,975",341,1.19,－
2021/07/19,18,7203,トヨタ,東１,"9,740",,-126,-1.28%,"8,337",11.8,1.16,－
2021/07/19,19,6501,日立,東１,"6,340",,-199,-3.04%,"8,208",11.1,1.74,－
2021/07/19,20,6723,ルネサス,東１,"1,172",,-61,-4.95%,"7,929",－,3.15,－
2021/07/19,21,5020,ＥＮＥＯＳ,東１,461.4,,-6.3,-1.35%,"7,693",10.6,0.64,4.77
2021/07/19,22,6981,村田製,東１,"8,775",,-250,-2.77%,"7,633",23.4,2.92,1.37
2021/07/19,23,5401,日本製鉄,東１,"1,785.5",,-57.5,-3.12%,"7,058",6.8,0.60,－
2021/07/19,24,8256,プロルート,ＪＱ,398,,+32,+8.74%,"6,962",113,11.73,－
2021/07/19,25,6768,タムラ,東１,930,,0,0.00%,"6,785",34.7,1.59,1.08
2021/07/19,26,9201,ＪＡＬ,東１,"2,313",,-68,-2.86%,"6,618",－,1.07,－
2021/07/19,27,7751,キヤノン,東１,"2,479.0",,-35.5,-1.41%,"6,607",12.9,0.97,3.63
2021/07/19,28,4519,中外薬,東１,"4,149",,+82,+2.02%,"6,523",－,6.94,1.45
2021/07/19,29,6614,シキノＨＴ,ＪＱ,"4,355",,-95,-2.13%,"6,391",112,15.39,－
2021/07/19,30,7096,ステムセル研,東Ｍ,"7,030",,+180,+2.63%,"6,359",264,27.24,－
2021/07/19,31,4188,三菱ケミＨＤ,東１,926.9,,-1.2,-0.13%,"6,263",13.6,1.07,2.59
2021/07/19,32,5759,日本電解,東Ｍ,"3,605",,-165,-4.38%,"6,232",29.9,5.28,－
2021/07/19,33,4751,サイバー,東１,"2,222",,-19,-0.85%,"6,196",44.9,11.21,0.45
2021/07/19,34,8002,丸紅,東１,946.6,,-11.3,-1.18%,"5,983",7.1,0.90,3.59
2021/07/19,35,8316,三井住友ＦＧ,東１,"3,712",,-52,-1.38%,"5,969",8.5,0.43,5.39
2021/07/19,36,7370,Ｅｎｊｉｎ,東Ｍ,"4,040",,-195,-4.60%,"5,900",48.1,22.94,－
2021/07/19,37,3402,東レ,東１,686.5,,-10.1,-1.45%,"5,844",13.7,0.89,2.33
2021/07/19,38,3647,ジー・スリー,東２,545,,+34,+6.65%,"5,843",57.4,3.64,－
2021/07/19,39,7187,ジェイリース,東１,"1,593",,-2,-0.13%,"5,784",15.6,11.69,1.26
2021/07/19,40,8604,野村,東１,555.0,,+0.3,+0.05%,"5,610",－,0.64,－
2021/07/19,41,6098,リクルート,東１,"5,552",,-58,-1.03%,"5,597",55.0,8.31,－
2021/07/19,42,8601,大和,東１,570.1,,-5.5,-0.96%,"5,578",－,0.65,－
