日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/06/07,1,4582,シンバイオ,ＪＧ,"2,250",,+290,+14.80%,"40,133",75.1,22.45,－
2021/06/07,2,9984,ＳＢＧ,東１,"8,153",,+51,+0.63%,"20,121",－,1.37,0.54
2021/06/07,3,2929,ファーマＦ,東１,"2,800",,-92,-3.18%,"17,417",57.9,13.23,0.54
2021/06/07,4,6920,レーザーテク,東１,"22,780",,-440,-1.89%,"16,096",146,42.41,0.24
2021/06/07,5,6614,シキノＨＴ,ＪＱ,"2,788",,+190,+7.31%,"15,271",71.9,9.85,－
2021/06/07,6,7203,トヨタ,東１,"9,917",,-32,-0.32%,"15,234",12.1,1.18,－
2021/06/07,7,5401,日本製鉄,東１,"1,922.0",,-117.0,-5.74%,"14,398",7.4,0.64,－
2021/06/07,8,6613,ＱＤレーザ,東Ｍ,"1,675",,+70,+4.36%,"13,548",－,15.21,－
2021/06/07,9,1552,ＶＩＸ短先物,東Ｅ,"2,975",,-170,-5.41%,"12,398",－,－,－
2021/06/07,10,8306,三菱ＵＦＪ,東１,629.0,,-7.4,-1.16%,"11,572",9.5,0.48,4.29
2021/06/07,11,7733,オリンパス,東１,"2,385.0",,+117.0,+5.16%,"11,527",34.5,7.78,0.59
2021/06/07,12,6723,ルネサス,東１,"1,245",,-37,-2.89%,"11,206",－,3.01,－
2021/06/07,13,4689,ＺＨＤ,東１,505.3,,+5.3,+1.06%,"10,165",－,1.43,1.10
2021/06/07,14,6501,日立,東１,"6,080",,+17,+0.28%,"10,096",10.7,1.67,－
2021/06/07,15,5411,ＪＦＥ,東１,"1,340",,-104,-7.20%,"9,726",5.9,0.46,－
2021/06/07,16,9020,ＪＲ東日本,東１,"8,381",,+104,+1.26%,"9,675",87.8,1.25,1.19
2021/06/07,17,9202,ＡＮＡＨＤ,東１,"2,768.0",,+4.5,+0.16%,"9,672",372,1.29,－
2021/06/07,18,4568,第一三共,東１,"2,366.5",,-74.5,-3.05%,"9,270",90.7,3.56,1.14
2021/06/07,19,6461,日ピス,東１,"1,392",,-125,-8.24%,"9,187",8.2,0.37,4.31
2021/06/07,20,7201,日産自,東１,558.1,,-13.1,-2.29%,"9,118",－,0.55,－
2021/06/07,21,1570,日経レバ,東Ｅ,"16,000",,+60,+0.38%,"8,762",－,－,－
2021/06/07,22,3647,ジー・スリー,東２,597,,-62,-9.41%,"8,203",62.9,4.39,－
2021/06/07,23,8604,野村,東１,605.0,,+2.5,+0.41%,"8,172",－,0.69,－
2021/06/07,24,4188,三菱ケミＨＤ,東１,916.0,,-1.1,-0.12%,"7,974",13.4,1.05,2.62
2021/06/07,25,9201,ＪＡＬ,東１,"2,597",,-14,-0.54%,"7,954",－,1.20,－
2021/06/07,26,9603,ＨＩＳ,東１,"2,566",,-81,-3.06%,"7,732",－,2.64,－
2021/06/07,27,2413,エムスリー,東１,"7,195",,+165,+2.35%,"7,726",－,24.44,－
2021/06/07,28,7013,ＩＨＩ,東１,"2,922",,-103,-3.40%,"7,521",12.4,1.44,2.05
2021/06/07,29,3436,ＳＵＭＣＯ,東１,"2,617",,-25,-0.95%,"7,484",－,2.36,－
2021/06/07,30,9024,西武ＨＤ,東１,"1,428",,+13,+0.92%,"7,380",－,1.43,0.35
2021/06/07,31,6177,アップバンク,東Ｍ,190,,+7,+3.83%,"7,159",－,3.21,－
2021/06/07,32,4477,ＢＡＳＥ,東Ｍ,"1,709",,+91,+5.62%,"7,114",－,11.65,－
2021/06/07,33,6301,コマツ,東１,"3,126.0",,-131.0,-4.02%,"6,922",20.2,1.54,1.98
2021/06/07,34,6098,リクルート,東１,"5,707",,+97,+1.73%,"6,586",56.5,8.54,－
2021/06/07,35,9142,ＪＲ九州,東１,"2,699",,-28,-1.03%,"6,499",32.9,1.09,3.45
2021/06/07,36,6758,ソニーＧ,東１,"10,850",,-70,-0.64%,"6,331",20.4,2.41,－
2021/06/07,37,8031,三井物,東１,"2,552.5",,+1.0,+0.04%,"6,118",9.1,0.92,3.53
2021/06/07,38,5020,ＥＮＥＯＳ,東１,474.8,,+0.3,+0.06%,"5,911",10.9,0.66,4.63
2021/06/07,39,4934,Ｐアンチエイ,東Ｍ,"15,580",,+270,+1.76%,"5,889",50.1,23.88,－
2021/06/07,40,4523,エーザイ,東１,"7,751",,+158,+2.08%,"5,844",49.9,3.16,2.06
2021/06/07,41,6981,村田製,東１,"8,542",,+11,+0.13%,"5,802",22.8,2.85,1.40
2021/06/07,42,3053,ペッパー,東１,471,,+28,+6.32%,"5,736",324,13.18,－
2021/06/07,43,9021,ＪＲ西日本,東１,"6,881",,+14,+0.20%,"5,722",438,1.54,1.45
2021/06/07,44,8308,りそなＨＤ,東１,469.0,,-3.1,-0.66%,"5,721",7.9,0.49,4.48
2021/06/07,45,8002,丸紅,東１,"1,013.0",,-1.5,-0.15%,"5,656",7.6,0.97,3.36
2021/06/07,46,8750,第一生命ＨＤ,東１,"2,296.0",,-21.5,-0.93%,"5,632",8.4,0.49,3.35
2021/06/07,47,6343,フリージア,東２,151,,-26,-14.69%,"5,610",－,0.88,－
2021/06/07,48,7267,ホンダ,東１,"3,590.0",,-37.0,-1.02%,"5,424",10.5,0.68,3.06
2021/06/07,49,5406,神戸鋼,東１,711,,-39,-5.20%,"5,350",10.3,0.36,－
2021/06/07,50,6503,三菱電,東１,"1,809.5",,+7.5,+0.42%,"5,310",18.5,1.41,－
2021/06/07,51,6890,フェローテク,ＪＱ,"3,235",,+25,+0.78%,"5,271",9.8,1.80,0.87
2021/06/07,52,6326,クボタ,東１,"2,458.0",,-30.5,-1.23%,"5,157",18.8,1.90,－
2021/06/07,53,8316,三井住友ＦＧ,東１,"4,008",,-62,-1.52%,"5,152",9.2,0.46,4.99
2021/06/07,54,6752,パナソニック,東１,"1,267.5",,-7.5,-0.59%,"4,644",14.1,1.14,－
2021/06/07,55,5713,住友鉱,東１,"4,863",,+93,+1.95%,"4,633",12.8,1.20,2.73
2021/06/07,56,8591,オリックス,東１,"1,976.5",,+5.5,+0.28%,"4,627",9.6,0.79,3.95
2021/06/07,57,5802,住友電,東１,"1,749.5",,-18.5,-1.05%,"4,607",12.4,0.84,2.86
2021/06/07,58,9432,ＮＴＴ,東１,"2,950.0",,+38.0,+1.30%,"4,502",9.8,1.41,3.73
2021/06/07,59,8601,大和,東１,643.0,,+0.7,+0.11%,"4,501",－,0.73,－
2021/06/07,60,9048,名鉄,東１,"2,214",,+21,+0.96%,"4,495",39.6,1.17,0.56
2021/06/07,61,3402,東レ,東１,762.7,,-2.3,-0.30%,"4,494",15.3,0.99,2.10
2021/06/07,62,8698,マネックスＧ,東１,804,,0,0.00%,"4,358",－,2.31,－
2021/06/07,63,8001,伊藤忠,東１,"3,344.0",,+24.0,+0.72%,"4,335",9.0,1.50,2.81
2021/06/07,64,7751,キヤノン,東１,"2,597.0",,+16.0,+0.62%,"4,210",19.4,1.02,3.47
2021/06/07,65,7752,リコー,東１,"1,422",,+46,+3.34%,"4,204",28.2,1.09,1.83
2021/06/07,66,8801,三井不,東１,"2,701.5",,+24.5,+0.92%,"4,123",16.2,1.02,1.63
2021/06/07,67,2502,アサヒ,東１,"5,456",,+14,+0.26%,"4,112",18.2,1.67,2.00
2021/06/07,68,7261,マツダ,東１,"1,018",,-16,-1.55%,"4,101",18.3,0.54,1.47
2021/06/07,69,8113,ユニチャーム,東１,"4,404",,+75,+1.73%,"4,080",35.1,5.04,0.82
2021/06/07,70,9101,郵船,東１,"4,960",,+115,+2.37%,"4,054",6.0,1.34,4.03
2021/06/07,71,4502,武田,東１,"3,666.0",,-6.0,-0.16%,"4,045",23.0,1.11,4.91
2021/06/07,72,3681,ブイキューブ,東１,"2,426",,+79,+3.37%,"4,042",29.3,13.92,0.33
2021/06/07,73,7012,川重,東１,"2,677",,-89,-3.22%,"4,029",26.3,0.96,1.12
2021/06/07,74,6993,大黒屋,東２,47,,+3,+6.82%,"4,012",11.4,4.70,－
2021/06/07,75,7270,ＳＵＢＡＲＵ,東１,"2,228.0",,-3.5,-0.16%,"4,009",12.2,0.96,2.51
2021/06/07,76,1605,ＩＮＰＥＸ,東１,809,,-1,-0.12%,"3,903",8.4,0.40,4.08
2021/06/07,77,4563,アンジェス,東Ｍ,955,,-39,-3.92%,"3,879",－,3.85,－
2021/06/07,78,3197,すかいらーく,東１,"1,585",,+3,+0.19%,"3,860",780,2.79,－
2021/06/07,79,4751,サイバー,東１,"2,146",,+29,+1.37%,"3,847",43.3,10.83,0.47
2021/06/07,80,3407,旭化成,東１,"1,270.5",,-2.0,-0.16%,"3,837",11.4,1.20,2.68
2021/06/07,81,1458,楽天Ｗブル,東Ｅ,"18,690",,+90,+0.48%,"3,818",－,－,－
2021/06/07,82,8309,三井住友トラ,東１,"3,720",,-40,-1.06%,"3,809",9.0,0.52,4.30
2021/06/07,83,6178,日本郵政,東１,920.5,,-0.7,-0.08%,"3,701",10.9,0.27,5.43
2021/06/07,84,8411,みずほＦＧ,東１,"1,692.0",,-16.5,-0.97%,"3,673",8.4,0.46,4.43
2021/06/07,85,7011,三菱重,東１,"3,535.0",,-31.0,-0.87%,"3,624",13.2,0.87,2.55
2021/06/07,86,5108,ブリヂストン,東１,"4,975",,-4,-0.08%,"3,613",13.4,1.40,2.61
2021/06/07,87,8802,菱地所,東１,"1,838.0",,-0.5,-0.03%,"3,606",17.3,1.33,1.80
2021/06/07,88,4503,アステラス,東１,"1,890.0",,+2.0,+0.11%,"3,575",16.8,2.53,2.65
2021/06/07,89,4911,資生堂,東１,"7,912",,-132,-1.64%,"3,542",89.0,6.39,0.63
2021/06/07,90,3064,モノタロウ,東１,"2,555",,+73,+2.94%,"3,537",73.5,26.02,0.45
2021/06/07,91,4901,富士フイルム,東１,"7,756",,+124,+1.62%,"3,507",23.9,1.41,1.29
2021/06/07,92,8058,三菱商,東１,"3,088.0",,+12.0,+0.39%,"3,482",12.0,0.81,4.34
2021/06/07,93,8053,住友商,東１,"1,557.0",,-13.0,-0.83%,"3,469",8.5,0.77,4.50
2021/06/07,94,9433,ＫＤＤＩ,東１,"3,726.0",,+40.0,+1.09%,"3,447",12.8,1.77,3.35
2021/06/07,95,7269,スズキ,東１,"4,832",,-38,-0.78%,"3,428",－,1.39,－
2021/06/07,96,2914,ＪＴ,東１,"2,200.0",,-5.0,-0.23%,"3,376",16.3,1.49,5.91
2021/06/07,97,7974,任天堂,東１,"68,580",,+820,+1.21%,"3,372",24.0,4.36,2.09
2021/06/07,98,3903,ｇｕｍｉ,東１,"1,058",,+2,+0.19%,"3,363",17.4,2.03,－
2021/06/07,99,9812,テーオーＨＤ,ＪＱ,438,S,+80,+22.35%,"3,272",－,－,－
2021/06/07,100,4680,ラウンドワン,東１,"1,571",,-57,-3.50%,"3,271",43.4,3.43,1.27
2021/06/07,101,8035,東エレク,東１,"48,550",,+100,+0.21%,"3,262",22.9,7.46,2.19
2021/06/07,102,4755,楽天グループ,東１,"1,284",,+29,+2.31%,"3,183",－,2.35,－
2021/06/07,103,6902,デンソー,東１,"7,857",,-61,-0.77%,"3,179",19.2,1.57,1.78
2021/06/07,104,6666,リバーエレク,ＪＱ,"1,267",,-10,-0.78%,"3,160",14.2,6.03,0.79
2021/06/07,105,9107,川崎汽,東１,"3,255",,+170,+5.51%,"3,143",8.7,1.39,－
