日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/02/14,1,2438,アスカネット,東Ｍ,"1,325",,+125,+10.42%,"43,235",111,3.84,0.53
2022/02/14,2,4267,ライトＷ,東Ｍ,"4,000",,-400,-9.09%,"33,491",91.7,29.71,0.35
2022/02/14,3,1570,日経レバ,東Ｅ,"13,740",,-660,-4.58%,"33,288",－,－,－
2022/02/14,4,7203,トヨタ,東１,"2,182.0",,-72.0,-3.19%,"31,853",12.1,1.21,－
2022/02/14,5,8306,三菱ＵＦＪ,東１,753.7,,+7.6,+1.02%,"28,496",9.1,0.54,3.72
2022/02/14,6,9984,ＳＢＧ,東１,"5,268",,-215,-3.92%,"27,404",－,0.80,0.84
2022/02/14,7,6920,レーザーテク,東１,"22,040",,-810,-3.54%,"26,436",94.6,33.48,0.37
2022/02/14,8,4689,ＺＨＤ,東１,564.8,,-30.1,-5.06%,"19,812",－,1.55,0.98
2022/02/14,9,6981,村田製,東１,"7,996",,-409,-4.87%,"16,749",16.9,2.40,1.56
2022/02/14,10,7201,日産自,東１,614.5,,-21.1,-3.32%,"15,770",11.7,0.56,－
2022/02/14,11,5020,ＥＮＥＯＳ,東１,473.5,,+13.6,+2.96%,"15,707",5.4,0.58,4.65
2022/02/14,12,6098,リクルート,東１,"5,764",,-106,-1.81%,"15,209",35.1,6.96,0.36
2022/02/14,13,2413,エムスリー,東１,"4,082",,-311,-7.08%,"14,318",－,11.24,－
2022/02/14,14,2158,フロンテオ,東Ｍ,"2,850",,0,0.00%,"14,301",101,19.87,0.25
2022/02/14,15,5108,ブリヂストン,東１,"4,789",,-469,-8.92%,"14,005",10.4,1.30,3.55
2022/02/14,16,9213,セイファート,ＪＱ,"1,167",,-183,-13.56%,"13,916",9.3,3.08,－
2022/02/14,17,8802,菱地所,東１,"1,786.0",,+75.0,+4.38%,"13,472",15.3,1.24,2.02
2022/02/14,18,3436,ＳＵＭＣＯ,東１,"2,123",,-45,-2.08%,"12,987",－,1.56,－
2022/02/14,19,7733,オリンパス,東１,"2,204.5",,-85.5,-3.73%,"12,821",25.9,5.88,0.64
2022/02/14,20,7532,パンパシＨＤ,東１,"1,936",,+236,+13.88%,"12,118",20.0,3.22,0.85
2022/02/14,21,8308,りそなＨＤ,東１,542.1,,-4.9,-0.90%,"11,862",9.0,0.52,3.87
2022/02/14,22,1552,ＶＩＸ短先物,東Ｅ,"2,110",,+345,+19.55%,"11,799",－,－,－
2022/02/14,23,3923,ラクス,東１,"1,911",,-482,-20.14%,"11,182",379,41.65,0.10
2022/02/14,24,4004,昭電工,東１,"2,298",,-172,-6.96%,"10,967",15.4,0.81,2.83
2022/02/14,25,1605,ＩＮＰＥＸ,東１,"1,218",,+75,+6.56%,"10,756",6.8,0.54,4.43
2022/02/14,26,5401,日本製鉄,東１,"2,044.0",,-29.5,-1.42%,"10,621",3.6,0.57,6.85
2022/02/14,27,9202,ＡＮＡＨＤ,東１,"2,648.5",,+5.0,+0.19%,"10,584",－,1.56,－
2022/02/14,28,6723,ルネサス,東１,"1,398",,-36,-2.51%,"10,488",－,2.35,－
2022/02/14,29,9101,郵船,東１,"9,760",,0,0.00%,"10,263",1.8,1.26,12.30
2022/02/14,30,8591,オリックス,東１,"2,370.0",,-73.5,-3.01%,"10,175",9.1,0.90,3.29
2022/02/14,31,6758,ソニーＧ,東１,"12,495",,-360,-2.80%,"9,785",18.0,2.10,0.52
2022/02/14,32,5411,ＪＦＥ,東１,"1,674",,-40,-2.33%,"9,669",3.6,0.51,8.36
2022/02/14,33,1458,楽天Ｗブル,東Ｅ,"16,120",,-770,-4.56%,"9,437",－,－,－
2022/02/14,34,4911,資生堂,東１,"6,411",,-42,-0.65%,"9,088",64.0,4.70,1.56
2022/02/14,35,8316,三井住友ＦＧ,東１,"4,353",,-16,-0.37%,"9,026",8.9,0.49,4.82
2022/02/14,36,8035,東エレク,東１,"56,580",,-570,-1.00%,"8,806",21.2,7.31,2.36
2022/02/14,37,8750,第一生命ＨＤ,東１,"2,698.0",,-10.0,-0.37%,"8,740",8.0,0.56,2.97
2022/02/14,38,7267,ホンダ,東１,"3,575.0",,-38.0,-1.05%,"8,661",9.1,0.63,3.08
2022/02/14,39,6501,日立,東１,"5,818",,-256,-4.21%,"8,551",10.2,1.42,－
2022/02/14,40,4188,三菱ケミＨＤ,東１,832.0,,-18.0,-2.12%,"8,513",6.2,0.88,3.61
2022/02/14,41,6326,クボタ,東１,"2,358.0",,-59.0,-2.44%,"8,424",15.9,1.69,－
2022/02/14,42,4543,テルモ,東１,"3,813",,-176,-4.41%,"8,381",31.3,3.08,0.84
2022/02/14,43,8604,野村,東１,546.5,,+1.0,+0.18%,"8,354",－,0.59,－
2022/02/14,44,3825,リミックス,東２,364,,+2,+0.55%,"8,109",8.4,3.74,－
2022/02/14,45,2127,日本Ｍ＆Ａ,東１,"1,833",,-50,-2.66%,"8,101",48.1,12.12,0.98
2022/02/14,46,5713,住友鉱,東１,"5,684",,+126,+2.27%,"8,048",6.3,1.22,3.91
2022/02/14,47,9212,ＧＥＩ,東Ｍ,847,,-215,-20.24%,"7,998",120,5.26,－
2022/02/14,48,4568,第一三共,東１,"2,381.5",,-45.5,-1.87%,"7,898",71.3,3.43,1.13
2022/02/14,49,3402,東レ,東１,676.6,,-12.8,-1.86%,"7,604",11.6,0.81,2.36
2022/02/14,50,6594,日電産,東１,"10,065",,-225,-2.19%,"7,528",39.7,4.90,0.65
2022/02/14,51,4503,アステラス,東１,"1,983.5",,-45.5,-2.24%,"7,339",21.1,2.51,2.52
2022/02/14,52,9107,川崎汽,東１,"7,280",,-60,-0.82%,"7,305",1.3,1.04,4.12
2022/02/14,53,9201,ＪＡＬ,東１,"2,401",,-9,-0.37%,"7,296",－,1.28,－
2022/02/14,54,8801,三井不,東１,"2,608.0",,+44.0,+1.72%,"6,989",14.3,0.94,2.11
2022/02/14,55,8031,三井物,東１,"3,060.0",,+27.0,+0.89%,"6,966",5.9,0.99,3.43
2022/02/14,56,4507,塩野義,東１,"7,769",,-98,-1.25%,"6,931",23.4,2.62,1.42
2022/02/14,57,8113,ユニチャーム,東１,"4,203",,-259,-5.80%,"6,918",33.4,4.69,0.86
2022/02/14,58,8601,大和,東１,700.5,,-2.5,-0.36%,"6,891",－,0.78,－
2022/02/14,59,4452,花王,東１,"5,189",,-54,-1.03%,"6,813",21.0,2.55,2.85
2022/02/14,60,7370,Ｅｎｊｉｎ,東Ｍ,"2,692",,-293,-9.82%,"6,745",33.8,5.92,－
2022/02/14,61,3659,ネクソン,東１,"2,398",,-44,-1.80%,"6,741",－,2.55,0.42
2022/02/14,62,4502,武田,東１,"3,499.0",,-21.0,-0.60%,"6,738",22.5,1.02,5.14
2022/02/14,63,6619,ＷＳＣＯＰＥ,東１,863,,+84,+10.78%,"6,696",33.6,1.54,－
2022/02/14,64,8053,住友商,東１,"1,884.5",,+1.0,+0.05%,"6,683",5.1,0.82,5.84
2022/02/14,65,1518,三井松島ＨＤ,東１,"1,799",,+56,+3.21%,"6,667",5.9,0.71,3.34
2022/02/14,66,4582,シンバイオ,ＪＧ,"1,094",,-190,-14.80%,"6,647",28.4,6.74,－
2022/02/14,67,8001,伊藤忠,東１,"3,837",,-30,-0.78%,"6,516",6.9,1.44,2.87
2022/02/14,68,4901,富士フイルム,東１,"7,555",,-362,-4.57%,"6,436",16.4,1.27,1.46
2022/02/14,69,1579,日経ブル２,東Ｅ,"14,735",,-675,-4.38%,"6,428",－,－,－
2022/02/14,70,8411,みずほＦＧ,東１,"1,636.0",,-12.5,-0.76%,"6,294",7.8,0.45,4.89
2022/02/14,71,9517,イーレックス,東１,"1,640",,+165,+11.19%,"6,285",14.9,1.85,1.22
2022/02/14,72,7270,ＳＵＢＡＲＵ,東１,"1,967.5",,-42.5,-2.11%,"6,264",20.1,0.82,2.85
2022/02/14,73,7011,三菱重,東１,"3,302.0",,+16.0,+0.49%,"6,255",11.1,0.79,2.73
2022/02/14,74,8058,三菱商,東１,"4,058",,+9,+0.22%,"6,183",7.3,0.97,3.50
2022/02/14,75,9104,商船三井,東１,"9,110",,-30,-0.33%,"6,153",1.7,1.03,11.53
2022/02/14,76,7272,ヤマハ発,東１,"2,715",,-52,-1.88%,"6,079",7.2,1.09,4.24
2022/02/14,77,9064,ヤマトＨＤ,東１,"2,190",,+5,+0.23%,"6,045",16.3,1.35,2.10
2022/02/14,78,2516,マザーズ,東Ｅ,569.0,,-31.4,-5.23%,"6,025",－,－,－
2022/02/14,79,1812,鹿島,東１,"1,548",,+86,+5.88%,"5,988",8.1,0.84,3.49
2022/02/14,80,1459,楽天Ｗベア,東Ｅ,"1,713",,+75,+4.58%,"5,975",－,－,－
2022/02/14,81,4751,サイバー,東１,"1,497",,-40,-2.60%,"5,961",－,－,－
2022/02/14,82,3382,セブン＆アイ,東１,"5,704",,+13,+0.23%,"5,944",23.4,1.74,1.75
2022/02/14,83,6869,シスメックス,東１,"9,168",,"-1,662",-15.35%,"5,935",43.6,5.80,0.81
2022/02/14,84,2914,ＪＴ,東１,"2,347.5",,-10.0,-0.42%,"5,930",11.7,1.48,6.39
2022/02/14,85,8002,丸紅,東１,"1,221.5",,+4.5,+0.37%,"5,671",5.3,1.06,4.75
2022/02/14,86,6178,日本郵政,東１,"1,020.5",,+2.5,+0.25%,"5,627",7.9,0.28,4.90
2022/02/14,87,9433,ＫＤＤＩ,東１,"3,718",,-51,-1.35%,"5,614",12.6,1.69,3.36
2022/02/14,88,9434,ＳＢ,東１,"1,436.0",,-15.5,-1.07%,"5,614",13.5,4.32,5.99
2022/02/14,89,9119,飯野海,東１,768,S,+100,+14.97%,"5,579",8.1,0.94,3.78
2022/02/14,90,4587,ペプドリ,東１,"2,075",,+19,+0.92%,"5,540",59.9,10.79,－
2022/02/14,91,7202,いすゞ,東１,"1,536",,+27,+1.79%,"5,516",10.8,1.04,3.78
2022/02/14,92,6890,フェローテク,ＪＱ,"2,698",,-124,-4.39%,"5,514",5.1,0.99,1.70
2022/02/14,93,6902,デンソー,東１,"8,376",,-181,-2.12%,"5,512",21.2,1.56,1.91
2022/02/14,94,1357,日経Ｄインバ,東Ｅ,428,,+19,+4.65%,"5,445",－,－,－
2022/02/14,95,4485,ＪＴＯＷＥＲ,東Ｍ,"4,440",,-535,-10.75%,"5,399",348,6.64,－
2022/02/14,96,9613,ＮＴＴデータ,東１,"2,171",,-109,-4.78%,"5,380",23.4,2.51,0.88
2022/02/14,97,1321,野村日経平均,東Ｅ,"27,945",,-665,-2.32%,"5,339",－,－,－
2022/02/14,98,3407,旭化成,東１,"1,129.0",,-15.5,-1.35%,"5,323",8.4,0.98,3.01
2022/02/14,99,6503,三菱電,東１,"1,420.5",,-20.0,-1.39%,"5,318",14.3,1.07,－
2022/02/14,100,7383,ネットプロ,東１,879,,-131,-12.97%,"5,243",316,4.49,－
2022/02/14,101,6301,コマツ,東１,"2,805.0",,-71.5,-2.49%,"5,190",14.2,1.28,2.85
2022/02/14,102,7013,ＩＨＩ,東１,"2,690",,-7,-0.26%,"5,175",10.2,1.23,2.60
2022/02/14,103,3064,モノタロウ,東１,"2,017",,+30,+1.51%,"5,160",58.7,16.90,0.67
2022/02/14,104,8876,リログループ,東１,"1,870",,-255,-12.00%,"5,152",25.1,5.94,1.18
2022/02/14,105,7816,スノーピーク,東１,"2,291",,-76,-3.21%,"5,133",26.3,6.26,0.52
