日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/10/20,1,9984,ＳＢＧ,東１,"6,712",,+283,+4.40%,"46,936",－,1.07,0.66
2021/10/20,2,8306,三菱ＵＦＪ,東１,664.0,,+8.7,+1.33%,"17,709",10.0,0.49,4.07
2021/10/20,3,9101,郵船,東１,"7,800",,-300,-3.70%,"15,220",2.6,1.72,8.97
2021/10/20,4,2158,フロンテオ,東Ｍ,"2,242",,+118,+5.56%,"14,514",121,17.89,0.22
2021/10/20,5,9202,ＡＮＡＨＤ,東１,"2,753.0",,+78.0,+2.92%,"14,144",370,1.53,－
2021/10/20,6,6920,レーザーテク,東１,"26,800",,-100,-0.37%,"13,489",115,43.81,0.31
2021/10/20,7,7012,川重,東１,"2,347",,-233,-9.03%,"13,361",20.7,0.90,1.28
2021/10/20,8,7201,日産自,東１,604.0,,+11.8,+1.99%,"12,961",39.4,0.58,－
2021/10/20,9,1570,日経レバ,東Ｅ,"16,300",,+70,+0.43%,"12,806",－,－,－
2021/10/20,10,8604,野村,東１,570.3,,+13.6,+2.44%,"12,407",－,0.64,－
2021/10/20,11,3436,ＳＵＭＣＯ,東１,"2,199",,-44,-1.96%,"12,332",－,2.32,－
2021/10/20,12,7203,トヨタ,東１,"2,031.5",,+1.5,+0.07%,"11,543",12.2,1.17,－
2021/10/20,13,9201,ＪＡＬ,東１,"2,517",,+84,+3.45%,"10,808",－,1.23,－
2021/10/20,14,9020,ＪＲ東日本,東１,"7,414",,+276,+3.87%,"10,768",77.7,1.15,1.35
2021/10/20,15,6522,アスタリスク,東Ｍ,"8,700",,+640,+7.94%,"9,775",54.5,30.04,－
2021/10/20,16,9245,リベロ,東Ｍ,"2,602",,-114,-4.20%,"9,296",62.2,11.16,－
2021/10/20,17,7751,キヤノン,東１,"2,904.0",,+67.0,+2.36%,"9,260",15.1,1.11,3.10
2021/10/20,18,9021,ＪＲ西日本,東１,"5,369",,+126,+2.40%,"8,974",－,1.61,1.86
2021/10/20,19,3402,東レ,東１,719.5,,+11.1,+1.57%,"8,476",12.8,0.91,2.22
2021/10/20,20,6501,日立,東１,"6,830",,+120,+1.79%,"8,455",12.0,1.84,－
2021/10/20,21,9603,ＨＩＳ,東１,"2,641",,+56,+2.17%,"8,405",－,3.22,－
2021/10/20,22,6178,日本郵政,東１,904.3,,-0.8,-0.09%,"8,343",10.0,0.25,5.53
2021/10/20,23,4889,レナ,東Ｍ,941,,-105,-10.04%,"8,293",－,15.03,－
2021/10/20,24,4901,富士フイルム,東１,"8,811",,-328,-3.59%,"8,272",22.0,1.55,1.13
2021/10/20,25,9107,川崎汽,東１,"5,220",,-230,-4.22%,"8,210",1.8,1.51,－
2021/10/20,26,6981,村田製,東１,"8,652",,-57,-0.65%,"8,175",20.4,2.82,1.39
2021/10/20,27,5401,日本製鉄,東１,"1,986.5",,+2.5,+0.13%,"8,139",4.9,0.62,－
2021/10/20,28,9104,商船三井,東１,"6,690",,-160,-2.34%,"7,762",2.4,1.14,8.22
2021/10/20,29,8750,第一生命ＨＤ,東１,"2,459.5",,+57.0,+2.37%,"7,711",9.4,0.54,3.13
2021/10/20,30,4689,ＺＨＤ,東１,701.3,,-0.2,-0.03%,"7,631",－,2.00,0.79
2021/10/20,31,6098,リクルート,東１,"7,232",,-81,-1.11%,"7,572",52.5,10.14,0.29
2021/10/20,32,5491,日金属,東１,"1,201",,+146,+13.84%,"7,446",－,0.39,－
2021/10/20,33,5020,ＥＮＥＯＳ,東１,466.0,,+1.3,+0.28%,"7,398",10.7,0.62,4.72
2021/10/20,34,8058,三菱商,東１,"3,609.0",,-91.0,-2.46%,"7,331",14.0,0.92,3.71
2021/10/20,35,8316,三井住友ＦＧ,東１,"3,915",,+43,+1.11%,"7,095",8.9,0.45,5.11
2021/10/20,36,4502,武田,東１,"3,246.0",,+51.0,+1.60%,"7,089",20.4,0.97,5.55
2021/10/20,37,7808,ＣＳランバー,ＪＱ,"3,165",,+283,+9.82%,"7,008",4.0,1.25,2.53
2021/10/20,38,2315,ＣＡＩＣＡ,ＪＱ,177,,+11,+6.63%,"6,838","1,361",1.92,－
2021/10/20,39,7974,任天堂,東１,"50,300",,"-2,050",-3.92%,"6,782",17.4,3.27,2.84
2021/10/20,40,8698,マネックスＧ,東１,780,,+43,+5.83%,"6,723",－,2.11,－
2021/10/20,41,4188,三菱ケミＨＤ,東１,974.2,,-7.4,-0.75%,"6,652",14.3,1.07,2.46
2021/10/20,42,6723,ルネサス,東１,"1,372",,-7,-0.51%,"6,620",－,2.73,－
2021/10/20,43,8002,丸紅,東１,959.3,,-9.7,-1.00%,"6,484",7.2,0.87,3.54
2021/10/20,44,8411,みずほＦＧ,東１,"1,565.0",,+25.0,+1.62%,"6,013",7.8,0.42,4.79
2021/10/20,45,6758,ソニーＧ,東１,"12,820",,+85,+0.67%,"5,772",22.7,2.30,－
2021/10/20,46,7267,ホンダ,東１,"3,489.0",,-12.0,-0.34%,"5,675",9.0,0.65,3.15
2021/10/20,47,2413,エムスリー,東１,"7,379",,-21,-0.28%,"5,669",－,24.29,－
2021/10/20,48,8308,りそなＨＤ,東１,442.8,,+4.7,+1.07%,"5,505",7.4,0.43,4.74
2021/10/20,49,5702,大紀ア,東１,"1,854",,-186,-9.12%,"5,446",7.2,1.59,2.70
2021/10/20,50,4568,第一三共,東１,"2,760.0",,-12.5,-0.45%,"5,436",105,4.13,0.98
2021/10/20,51,8031,三井物,東１,"2,591.0",,-19.5,-0.75%,"5,372",6.6,0.88,3.47
2021/10/20,52,2914,ＪＴ,東１,"2,295.5",,+13.5,+0.59%,"5,345",15.0,1.46,5.66
2021/10/20,53,1605,ＩＮＰＥＸ,東１,969,,-2,-0.21%,"5,296",8.3,0.48,4.13
2021/10/20,54,4751,サイバー,東１,"2,081",,-68,-3.16%,"5,283",26.3,8.74,0.53
2021/10/20,55,5707,東邦鉛,東１,"3,480",,-165,-4.53%,"5,269",7.7,1.05,1.44
2021/10/20,56,4182,菱ガス化,東１,"2,355",,+85,+3.74%,"5,074",10.9,0.92,3.40
2021/10/20,57,8601,大和,東１,677.6,,+0.5,+0.07%,"5,019",－,0.77,－
2021/10/20,58,4477,ＢＡＳＥ,東Ｍ,"1,147",,-53,-4.42%,"5,014",－,7.93,－
2021/10/20,59,4004,昭電工,東１,"2,866",,+14,+0.49%,"4,959",－,1.27,2.27
2021/10/20,60,4755,楽天グループ,東１,"1,233",,+8,+0.65%,"4,940",－,1.70,－
2021/10/20,61,1518,三井松島ＨＤ,東１,"1,482",,-172,-10.40%,"4,931",9.6,0.62,3.37
2021/10/20,62,7370,Ｅｎｊｉｎ,東Ｍ,"3,110",,+179,+6.11%,"4,796",39.0,7.38,－
2021/10/20,63,5411,ＪＦＥ,東１,"1,735",,-28,-1.59%,"4,764",4.2,0.56,－
2021/10/20,64,8591,オリックス,東１,"2,191.5",,+3.5,+0.16%,"4,729",10.6,0.87,3.56
2021/10/20,65,7733,オリンパス,東１,"2,525.0",,-27.0,-1.06%,"4,709",32.1,8.11,0.55
2021/10/20,66,2802,味の素,東１,"3,411.0",,+5.0,+0.15%,"4,660",30.9,2.95,1.29
2021/10/20,67,6503,三菱電,東１,"1,606.5",,+47.0,+3.01%,"4,630",16.3,1.24,－
2021/10/20,68,6902,デンソー,東１,"7,878",,-147,-1.83%,"4,602",18.1,1.51,1.78
2021/10/20,69,9143,ＳＧＨＤ,東１,"2,901",,-169,-5.50%,"4,530",23.3,4.51,1.31
2021/10/20,70,3632,グリー,東１,947,,+31,+3.38%,"4,249",－,1.64,－
2021/10/20,71,6471,日精工,東１,818,,+20,+2.51%,"4,179",11.0,0.74,3.06
2021/10/20,72,9142,ＪＲ九州,東１,"2,624",,+59,+2.30%,"4,148",32.0,1.09,3.54
2021/10/20,73,4519,中外薬,東１,"3,968",,-16,-0.40%,"4,127",－,6.20,1.51
2021/10/20,74,9517,イーレックス,東１,"2,682",,-112,-4.01%,"4,087",24.4,3.58,0.75
2021/10/20,75,5381,Ｍｉｐｏｘ,ＪＱ,"1,171",,-9,-0.76%,"4,066",27.8,2.94,－
2021/10/20,76,7373,アイドマＨＤ,東Ｍ,"6,660",,-40,-0.60%,"4,059",68.2,16.72,－
2021/10/20,77,6762,ＴＤＫ,東１,"4,000",,+125,+3.23%,"4,058",15.2,1.47,1.59
