日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/08/26,1,4093,アセチレン,東１,"1,811",,-161,-8.16%,"20,080",14.0,0.82,2.48
2021/08/26,2,3760,ケイブ,ＪＱ,"1,236",,+172,+16.17%,"16,967",－,7.94,－
2021/08/26,3,9984,ＳＢＧ,東１,"6,207",,-6,-0.10%,"16,459",－,0.99,0.71
2021/08/26,4,4689,ＺＨＤ,東１,688.5,,+2.3,+0.34%,"16,141",－,1.96,0.81
2021/08/26,5,4507,塩野義,東１,"6,912",,-194,-2.73%,"15,951",20.8,2.41,1.59
2021/08/26,6,8256,プロルート,ＪＱ,387,,+19,+5.16%,"14,428",87.8,12.26,－
2021/08/26,7,7370,Ｅｎｊｉｎ,東Ｍ,"4,260",,-55,-1.27%,"13,040",53.4,25.48,－
2021/08/26,8,5401,日本製鉄,東１,"2,070.0",,+42.5,+2.10%,"10,685",5.2,0.64,－
2021/08/26,9,6920,レーザーテク,東１,"21,600",,+820,+3.95%,"10,615",92.8,35.31,0.38
2021/08/26,10,4568,第一三共,東１,"2,567.0",,-13.0,-0.50%,"10,487",98.4,3.84,1.05
2021/08/26,11,7203,トヨタ,東１,"9,507",,+23,+0.24%,"10,255",11.5,1.10,－
2021/08/26,12,7072,インテＭ,東Ｍ,"1,575",,-310,-16.45%,"10,025",612,3.79,－
2021/08/26,13,8306,三菱ＵＦＪ,東１,595.8,,+5.1,+0.86%,"9,330",9.0,0.44,4.53
2021/08/26,14,2315,ＣＡＩＣＡ,ＪＱ,205,,+39,+23.49%,"9,088",931,1.51,－
2021/08/26,15,2158,フロンテオ,東Ｍ,"1,551",,+61,+4.09%,"9,041",83.9,12.37,0.32
2021/08/26,16,3436,ＳＵＭＣＯ,東１,"2,276",,+41,+1.83%,"8,725",－,1.99,－
2021/08/26,17,3998,すららネット,東Ｍ,"2,646",,+435,+19.67%,"8,531",54.8,11.70,－
2021/08/26,18,4563,アンジェス,東Ｍ,808,,+23,+2.93%,"8,472",－,2.81,－
2021/08/26,19,9201,ＪＡＬ,東１,"2,375",,+67,+2.90%,"8,255",－,1.16,－
2021/08/26,20,5411,ＪＦＥ,東１,"1,639",,+22,+1.36%,"8,148",3.9,0.53,－
2021/08/26,21,9202,ＡＮＡＨＤ,東１,"2,653.5",,+56.5,+2.18%,"8,044",356,1.48,－
2021/08/26,22,9818,大丸エナ,東２,"2,528",,-517,-16.98%,"8,041",31.1,1.49,0.79
2021/08/26,23,6501,日立,東１,"6,072",,-117,-1.89%,"7,422",10.7,1.63,－
2021/08/26,24,3377,バイク王,東２,"1,691",,-23,-1.34%,"6,974",21.7,4.60,0.65
2021/08/26,25,7201,日産自,東１,566.0,,-2.3,-0.40%,"6,800",36.9,0.54,－
2021/08/26,26,5020,ＥＮＥＯＳ,東１,423.0,,+0.1,+0.02%,"6,293",9.7,0.57,5.20
2021/08/26,27,6301,コマツ,東１,"2,622.5",,-23.5,-0.89%,"6,154",17.0,1.28,2.36
2021/08/26,28,6902,デンソー,東１,"7,537",,+49,+0.65%,"6,114",17.4,1.45,1.86
2021/08/26,29,9603,ＨＩＳ,東１,"2,469",,+62,+2.58%,"5,973",－,2.83,－
2021/08/26,30,3382,セブン＆アイ,東１,"4,778",,-130,-2.65%,"5,917",22.2,1.52,2.09
2021/08/26,31,9107,川崎汽,東１,"4,960",,+15,+0.30%,"5,766",1.7,1.44,－
2021/08/26,32,6981,村田製,東１,"8,892",,-64,-0.71%,"5,507",21.0,2.90,1.35
2021/08/26,33,9101,郵船,東１,"7,770",,-80,-1.02%,"5,230",2.6,1.71,9.01
2021/08/26,34,3903,ｇｕｍｉ,東１,869,,+10,+1.16%,"5,079",－,1.57,－
2021/08/26,35,4755,楽天グループ,東１,"1,133",,+11,+0.98%,"5,005",－,1.56,－
2021/08/26,36,6098,リクルート,東１,"6,252",,-81,-1.28%,"5,003",45.4,8.77,0.34
2021/08/26,37,4934,Ｐアンチエイ,東Ｍ,"17,410",,-410,-2.30%,"5,000",56.0,21.87,－
2021/08/26,38,4502,武田,東１,"3,665.0",,-33.0,-0.89%,"4,963",23.1,1.10,4.91
2021/08/26,39,6890,フェローテク,ＪＱ,"2,933",,+61,+2.12%,"4,959",5.5,1.28,1.57
2021/08/26,40,6723,ルネサス,東１,"1,134",,-23,-1.99%,"4,941",－,2.25,－
2021/08/26,41,9020,ＪＲ東日本,東１,"7,535",,+134,+1.81%,"4,935",79.0,1.17,1.33
2021/08/26,42,6758,ソニーＧ,東１,"11,295",,-170,-1.48%,"4,871",20.0,2.03,－
2021/08/26,43,8002,丸紅,東１,857.4,,-6.3,-0.73%,"4,868",6.5,0.78,3.97
2021/08/26,44,4477,ＢＡＳＥ,東Ｍ,"1,106",,+20,+1.84%,"4,797",－,7.64,－
2021/08/26,45,1552,ＶＩＸ短先物,東Ｅ,"2,330",,-30,-1.27%,"4,733",－,－,－
2021/08/26,46,2484,出前館,ＪＱ,"1,560",,-68,-4.18%,"4,707",－,9.35,－
2021/08/26,47,4911,資生堂,東１,"6,957",,+11,+0.16%,"4,692",78.3,5.79,0.72
2021/08/26,48,1570,日経レバ,東Ｅ,"14,540",,0,0.00%,"4,664",－,－,－
2021/08/26,49,9432,ＮＴＴ,東１,"2,898.5",,-3.0,-0.10%,"4,646",9.7,1.36,3.80
2021/08/26,50,4188,三菱ケミＨＤ,東１,940.7,,-0.2,-0.02%,"4,637",13.8,1.03,2.55
2021/08/26,51,7936,アシックス,東１,"2,354",,-14,-0.59%,"4,637",172,2.96,1.02
2021/08/26,52,4582,シンバイオ,ＪＧ,"1,132",,+39,+3.57%,"4,534",37.8,10.92,－
2021/08/26,53,6495,宮入バ,東２,137,,-2,-1.44%,"4,512","1,370",1.73,－
2021/08/26,54,7751,キヤノン,東１,"2,584.0",,+6.0,+0.23%,"4,511",13.4,0.98,3.48
2021/08/26,55,8698,マネックスＧ,東１,587,,+3,+0.51%,"4,502",－,1.59,－
2021/08/26,56,6752,パナソニック,東１,"1,257.5",,-13.5,-1.06%,"4,496",14.0,1.10,－
2021/08/26,57,4751,サイバー,東１,"1,994",,+13,+0.66%,"4,493",25.2,8.37,0.55
2021/08/26,58,4004,昭電工,東１,"2,493",,-62,-2.43%,"4,462",－,0.89,2.61
2021/08/26,59,6613,ＱＤレーザ,東Ｍ,"1,038",,+51,+5.17%,"4,393",－,9.97,－
2021/08/26,60,8282,ケーズＨＤ,東１,"1,202",,+54,+4.70%,"4,248",7.8,0.89,3.33
2021/08/26,61,8316,三井住友ＦＧ,東１,"3,800",,+39,+1.04%,"4,190",8.7,0.44,5.26
2021/08/26,62,6938,双信電機,東１,885,,+112,+14.49%,"4,169",13.8,1.38,0.90
2021/08/26,63,8601,大和,東１,610.0,,+11.9,+1.99%,"4,141",－,0.70,－
2021/08/26,64,4452,花王,東１,"6,622",,-90,-1.34%,"4,066",24.7,3.43,2.17
2021/08/26,65,8604,野村,東１,532.5,,+0.7,+0.13%,"4,005",－,0.60,－
2021/08/26,66,7733,オリンパス,東１,"2,298.5",,-0.5,-0.02%,"3,968",29.3,7.38,0.61
2021/08/26,67,8308,りそなＨＤ,東１,424.6,,+2.0,+0.47%,"3,961",7.1,0.41,4.95
2021/08/26,68,7267,ホンダ,東１,"3,258.0",,-24.0,-0.73%,"3,950",8.4,0.60,3.38
2021/08/26,69,3923,ラクス,東１,"3,650",,-185,-4.82%,"3,878",－,84.04,0.05
2021/08/26,70,3402,東レ,東１,732.8,,+2.2,+0.30%,"3,831",13.0,0.92,2.18
2021/08/26,71,8031,三井物,東１,"2,397.5",,+15.5,+0.65%,"3,816",6.1,0.82,3.75
2021/08/26,72,7974,任天堂,東１,"52,550",,-740,-1.39%,"3,789",18.4,3.47,2.72
2021/08/26,73,8766,東京海上,東１,"5,349",,-23,-0.43%,"3,783",11.7,0.94,4.02
2021/08/26,74,7272,ヤマハ発,東１,"2,615",,+14,+0.54%,"3,767",8.2,1.12,3.82
2021/08/26,75,5759,日本電解,東Ｍ,"3,145",,+231,+7.93%,"3,757",26.1,4.46,－
