日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/09/30,1,9101,郵船,東１,"8,450",,-890,-9.53%,"32,019",2.9,1.86,8.28
2021/09/30,2,9984,ＳＢＧ,東１,"6,480",,-203,-3.04%,"27,998",－,1.04,0.68
2021/09/30,3,6981,村田製,東１,"9,960",,+332,+3.45%,"27,101",23.5,3.24,1.20
2021/09/30,4,9107,川崎汽,東１,"6,080",,-800,-11.63%,"26,200",2.1,1.76,－
2021/09/30,5,8306,三菱ＵＦＪ,東１,657.9,,-13.5,-2.01%,"24,307",9.9,0.49,4.10
2021/09/30,6,7203,トヨタ,東１,"2,000.0",,-73.0,-3.52%,"23,962",12.0,1.15,－
2021/09/30,7,4689,ＺＨＤ,東１,717.7,,-22.3,-3.01%,"18,133",－,2.04,0.77
2021/09/30,8,4507,塩野義,東１,"7,654",,+390,+5.37%,"18,064",23.1,2.67,1.44
2021/09/30,9,9202,ＡＮＡＨＤ,東１,"2,905.5",,-4.5,-0.15%,"17,097",390,1.62,－
2021/09/30,10,9020,ＪＲ東日本,東１,"7,842",,+307,+4.07%,"16,336",82.2,1.22,1.28
2021/09/30,11,9104,商船三井,東１,"7,560",,-890,-10.53%,"16,188",2.7,1.29,7.28
2021/09/30,12,9021,ＪＲ西日本,東１,"5,645",,+187,+3.43%,"15,128",－,1.70,1.77
2021/09/30,13,1570,日経レバ,東Ｅ,"16,610",,-50,-0.30%,"14,104",－,－,－
2021/09/30,14,6920,レーザーテク,東１,"25,590",,-940,-3.54%,"13,580",109,41.83,0.32
2021/09/30,15,6178,日本郵政,東１,944.6,,-1.3,-0.14%,"13,523",10.5,0.27,5.29
2021/09/30,16,9201,ＪＡＬ,東１,"2,665",,-5,-0.19%,"13,439",－,1.31,－
2021/09/30,17,7201,日産自,東１,562.1,,-4.4,-0.78%,"12,450",36.7,0.54,－
2021/09/30,18,6098,リクルート,東１,"6,832",,+30,+0.44%,"12,056",49.6,9.58,0.31
2021/09/30,19,9603,ＨＩＳ,東１,"2,953",,+40,+1.37%,"12,030",－,3.60,－
2021/09/30,20,6723,ルネサス,東１,"1,396",,-10,-0.71%,"10,826",－,2.78,－
2021/09/30,21,4477,ＢＡＳＥ,東Ｍ,"1,096",,+44,+4.18%,"10,774",－,7.57,－
2021/09/30,22,7868,広済堂,東１,"1,412",,-132,-8.55%,"10,600",18.6,1.00,－
2021/09/30,23,4502,武田,東１,"3,699.0",,+53.0,+1.45%,"9,938",23.3,1.11,4.87
2021/09/30,24,6522,アスタリスク,東Ｍ,"6,310",,－,－%,"9,929",59.8,19.59,－
2021/09/30,25,3996,サインポスト,東１,"1,203",,+31,+2.65%,"9,902",－,9.16,－
2021/09/30,26,8002,丸紅,東１,933.2,,+13.4,+1.46%,"9,650",7.0,0.85,3.64
2021/09/30,27,5401,日本製鉄,東１,"2,034.0",,-29.0,-1.41%,"9,447",5.1,0.63,－
2021/09/30,28,4568,第一三共,東１,"2,979.5",,+33.0,+1.12%,"9,417",114,4.46,0.91
2021/09/30,29,4375,セーフィー,東Ｍ,"3,645",,+295,+8.81%,"9,193",－,82.28,－
2021/09/30,30,6191,エアトリ,東１,"4,400",,+500,+12.82%,"9,068",39.6,16.15,－
2021/09/30,31,3436,ＳＵＭＣＯ,東１,"2,251",,-23,-1.01%,"8,846",－,1.97,－
2021/09/30,32,5214,日電硝,東１,"2,655",,+245,+10.17%,"8,813",9.5,0.52,4.14
2021/09/30,33,2413,エムスリー,東１,"7,992",,-63,-0.78%,"8,609",－,26.31,－
