日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/01/26,1,9984,ＳＢＧ,東１,"5,156",,+87,+1.72%,"50,703",－,0.83,0.85
2022/01/26,2,1570,日経レバ,東Ｅ,"13,735",,-90,-0.65%,"39,503",－,－,－
2022/01/26,3,6920,レーザーテク,東１,"26,500",,+465,+1.79%,"39,282",113,46.59,0.31
2022/01/26,4,7203,トヨタ,東１,"2,221.5",,-15.0,-0.67%,"24,117",12.3,1.25,－
2022/01/26,5,8306,三菱ＵＦＪ,東１,682.1,,+8.5,+1.26%,"22,624",8.3,0.49,4.10
2022/01/26,6,4689,ＺＨＤ,東１,561.0,,-0.2,-0.04%,"22,571",－,1.58,0.99
2022/01/26,7,9212,ＧＥＩ,東Ｍ,"1,485",,+57,+3.99%,"20,623",210,19.75,－
2022/01/26,8,6098,リクルート,東１,"5,488",,-18,-0.33%,"18,666",33.4,7.13,0.38
2022/01/26,9,7201,日産自,東１,605.5,,+0.1,+0.02%,"15,668",13.2,0.57,－
2022/01/26,10,7751,キヤノン,東１,"2,808.5",,-44.0,-1.54%,"12,965",14.6,1.07,3.56
2022/01/26,11,8591,オリックス,東１,"2,347.5",,-22.5,-0.95%,"12,926",9.1,0.90,3.32
2022/01/26,12,6758,ソニーＧ,東１,"12,620",,+140,+1.12%,"12,531",21.4,2.21,－
2022/01/26,13,4507,塩野義,東１,"6,397",,-392,-5.77%,"12,483",19.3,2.19,1.72
2022/01/26,14,1552,ＶＩＸ短先物,東Ｅ,"2,150",,-96,-4.27%,"12,289",－,－,－
2022/01/26,15,6178,日本郵政,東１,973.9,,+8.3,+0.86%,"12,022",7.5,0.27,5.13
2022/01/26,16,2413,エムスリー,東１,"4,487",,+90,+2.05%,"11,680",－,13.16,－
2022/01/26,17,4575,ＣＡＮＢＡＳ,東Ｍ,354,,+25,+7.60%,"11,661",－,16.22,－
2022/01/26,18,9107,川崎汽,東１,"6,590",,+90,+1.38%,"11,238",1.7,1.31,4.55
2022/01/26,19,5401,日本製鉄,東１,"1,870.0",,+34.0,+1.85%,"10,968",3.3,0.55,－
2022/01/26,20,6594,日電産,東１,"10,210",,-335,-3.18%,"10,637",40.3,4.98,0.64
2022/01/26,21,2158,フロンテオ,東Ｍ,"2,442",,+76,+3.21%,"10,483",87.2,18.03,0.29
2022/01/26,22,6890,フェローテク,ＪＱ,"2,870",,-49,-1.68%,"10,449",5.4,1.30,1.60
2022/01/26,23,5020,ＥＮＥＯＳ,東１,447.3,,-4.8,-1.06%,"10,150",5.1,0.57,4.92
2022/01/26,24,6723,ルネサス,東１,"1,276",,+26,+2.08%,"10,128",－,2.38,－
2022/01/26,25,6501,日立,東１,"6,115",,-56,-0.91%,"9,974",10.8,1.55,－
2022/01/26,26,6981,村田製,東１,"8,379",,-174,-2.03%,"9,838",19.8,2.60,1.43
2022/01/26,27,2516,マザーズ,東Ｅ,605.2,,+6.2,+1.04%,"9,713",－,－,－
2022/01/26,28,7269,スズキ,東１,"4,875",,+266,+5.77%,"9,519",15.8,1.36,－
2022/01/26,29,1458,楽天Ｗブル,東Ｅ,"16,085",,-120,-0.74%,"9,453",－,－,－
2022/01/26,30,7370,Ｅｎｊｉｎ,東Ｍ,"2,391",,+172,+7.75%,"9,447",30.0,5.26,－
2022/01/26,31,3436,ＳＵＭＣＯ,東１,"2,169",,-14,-0.64%,"9,133",21.2,2.25,1.66
2022/01/26,32,8316,三井住友ＦＧ,東１,"4,142",,+43,+1.05%,"9,117",8.5,0.46,5.07
2022/01/26,33,8308,りそなＨＤ,東１,478.2,,-5.2,-1.08%,"8,966",7.9,0.45,4.39
2022/01/26,34,3382,セブン＆アイ,東１,"5,333",,+50,+0.95%,"8,818",21.9,1.63,1.88
2022/01/26,35,6902,デンソー,東１,"8,507",,-181,-2.08%,"8,798",19.4,1.61,1.88
2022/01/26,36,9101,郵船,東１,"8,250",,+100,+1.23%,"8,530",2.0,1.35,9.70
2022/01/26,37,4502,武田,東１,"3,308.0",,+26.0,+0.79%,"8,028",28.0,0.97,5.44
2022/01/26,38,8035,東エレク,東１,"56,410",,-460,-0.81%,"7,948",22.0,7.49,2.28
2022/01/26,39,4751,サイバー,東１,"1,686",,+3,+0.18%,"7,761",－,－,－
2022/01/26,40,8604,野村,東１,504.4,,-0.4,-0.08%,"7,744",－,0.56,－
2022/01/26,41,7733,オリンパス,東１,"2,448.5",,+5.5,+0.23%,"7,673",28.9,7.05,0.57
2022/01/26,42,8750,第一生命ＨＤ,東１,"2,526.5",,+19.0,+0.76%,"7,548",7.6,0.53,3.17
2022/01/26,43,9104,商船三井,東１,"8,070",,+30,+0.37%,"7,492",2.0,1.11,9.91
2022/01/26,44,7974,任天堂,東１,"56,300",,"+2,350",+4.36%,"7,278",18.9,3.69,2.65
2022/01/26,45,4188,三菱ケミＨＤ,東１,875.0,,-7.3,-0.83%,"7,254",6.5,0.94,3.43
2022/01/26,46,1605,ＩＮＰＥＸ,東１,"1,091",,-6,-0.55%,"7,091",8.2,0.50,3.67
2022/01/26,47,7267,ホンダ,東１,"3,340.0",,-59.0,-1.74%,"6,999",10.3,0.60,3.29
2022/01/26,48,3923,ラクス,東１,"2,506",,+101,+4.20%,"6,897",498,55.96,0.08
2022/01/26,49,4080,田中化研,ＪＱ,"2,097",,+173,+8.99%,"6,891",104,5.20,－
2022/01/26,50,8801,三井不,東１,"2,373.0",,+22.0,+0.94%,"6,537",14.2,0.86,1.85
2022/01/26,51,8031,三井物,東１,"2,812.5",,+13.5,+0.48%,"6,502",6.3,0.96,3.38
2022/01/26,52,3604,川本産業,東２,"1,251",,+171,+15.83%,"6,493",11.9,1.31,1.12
2022/01/26,53,6301,コマツ,東１,"2,809.5",,+9.5,+0.34%,"6,478",14.2,1.33,2.85
2022/01/26,54,1579,日経ブル２,東Ｅ,"14,675",,-120,-0.81%,"6,392",－,－,－
2022/01/26,55,8001,伊藤忠,東１,"3,631.0",,-44.0,-1.20%,"6,390",7.2,1.43,3.03
2022/01/26,56,7453,良品計画,東１,"1,616",,+36,+2.28%,"6,366",13.3,1.97,2.48
