日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/09/21,1,9984,ＳＢＧ,東１,"6,329",,-332,-4.98%,"46,306",－,1.01,0.70
2021/09/21,2,7063,バードマン,東Ｍ,"2,386",,+136,+6.04%,"26,067",37.0,18.81,－
2021/09/21,3,3996,サインポスト,東１,"1,380",,+28,+2.07%,"23,332",－,10.51,－
2021/09/21,4,8306,三菱ＵＦＪ,東１,632.5,,-9.6,-1.50%,"20,435",9.6,0.47,4.27
2021/09/21,5,4689,ＺＨＤ,東１,734.5,,-3.6,-0.49%,"18,747",－,2.09,0.76
2021/09/21,6,9021,ＪＲ西日本,東１,"5,192",,+140,+2.77%,"18,652",－,1.54,1.93
2021/09/21,7,5401,日本製鉄,東１,"2,056.5",,-96.5,-4.48%,"18,032",5.1,0.64,－
2021/09/21,8,9127,玉井船,東２,"2,885",,+329,+12.87%,"17,150",7.7,1.16,－
2021/09/21,9,1552,ＶＩＸ短先物,東Ｅ,"2,572",,+365,+16.54%,"15,978",－,－,－
2021/09/21,10,1570,日経レバ,東Ｅ,"16,840",,-730,-4.15%,"15,862",－,－,－
2021/09/21,11,9202,ＡＮＡＨＤ,東１,"2,710.0",,+67.0,+2.53%,"15,791",364,1.51,－
2021/09/21,12,4568,第一三共,東１,"3,020.0",,+215.5,+7.68%,"15,784",115,4.52,0.89
2021/09/21,13,9101,郵船,東１,"10,060",,-290,-2.80%,"13,038",3.4,2.22,6.96
2021/09/21,14,9201,ＪＡＬ,東１,"2,499",,+107,+4.47%,"12,687",－,1.23,－
2021/09/21,15,9107,川崎汽,東１,"7,310",,-310,-4.07%,"12,259",2.6,2.12,－
2021/09/21,16,7868,広済堂,東１,"1,660",,+21,+1.28%,"12,245",21.9,1.17,－
2021/09/21,17,2413,エムスリー,東１,"8,588",,-309,-3.47%,"12,022",－,28.27,－
2021/09/21,18,6920,レーザーテク,東１,"28,510",,-320,-1.11%,"11,921",122,46.60,0.29
2021/09/21,19,7203,トヨタ,東１,"9,929",,-91,-0.91%,"11,342",12.0,1.14,－
2021/09/21,20,5411,ＪＦＥ,東１,"1,762",,-72,-3.93%,"11,075",4.2,0.57,－
2021/09/21,21,8031,三井物,東１,"2,445.0",,-67.0,-2.67%,"10,390",6.2,0.83,3.68
2021/09/21,22,6723,ルネサス,東１,"1,372",,-64,-4.46%,"9,583",－,2.73,－
2021/09/21,23,9434,ＳＢ,東１,"1,556.0",,-44.0,-2.75%,"9,126",14.6,5.01,5.53
2021/09/21,24,8002,丸紅,東１,924.4,,-29.6,-3.10%,"8,913",7.0,0.84,3.68
2021/09/21,25,5020,ＥＮＥＯＳ,東１,460.1,,-5.8,-1.24%,"8,727",10.6,0.62,4.78
2021/09/21,26,8604,野村,東１,551.1,,-17.7,-3.11%,"8,197",－,0.62,－
2021/09/21,27,4004,昭電工,東１,"2,721",,-15,-0.55%,"8,168",－,1.19,2.39
2021/09/21,28,7072,インテＭ,東Ｍ,"2,346",S,+400,+20.55%,"8,121",912,5.65,－
2021/09/21,29,9104,商船三井,東１,"9,190",,-310,-3.26%,"7,934",3.3,1.56,5.98
2021/09/21,30,8591,オリックス,東１,"2,118.5",,-47.0,-2.17%,"7,901",10.2,0.84,3.68
2021/09/21,31,9603,ＨＩＳ,東１,"2,464",,+119,+5.07%,"7,825",－,3.00,－
2021/09/21,32,2158,フロンテオ,東Ｍ,"2,001",,-67,-3.24%,"7,736",108,15.97,0.25
2021/09/21,33,3436,ＳＵＭＣＯ,東１,"2,385",,-73,-2.97%,"7,682",－,2.09,－
2021/09/21,34,3402,東レ,東１,727.3,,-4.1,-0.56%,"7,675",12.9,0.92,2.20
2021/09/21,35,7201,日産自,東１,556.3,,-16.4,-2.86%,"7,662",36.3,0.53,－
2021/09/21,36,3936,ＧＷ,東Ｍ,"3,425",,-25,-0.72%,"7,621",162,77.47,－
2021/09/21,37,7187,ジェイリース,東１,"2,048",,+51,+2.55%,"7,574",17.1,12.40,1.46
2021/09/21,38,6301,コマツ,東１,"2,714.5",,-153.5,-5.35%,"7,476",17.6,1.33,2.28
2021/09/21,39,4477,ＢＡＳＥ,東Ｍ,"1,153",,-61,-5.02%,"7,416",－,7.97,－
2021/09/21,40,6335,東京機,東１,"1,977",,+166,+9.17%,"7,279",55.7,2.32,－
2021/09/21,41,8801,三井不,東１,"2,522.5",,+28.0,+1.12%,"7,258",15.2,0.95,1.74
2021/09/21,42,9020,ＪＲ東日本,東１,"7,088",,+130,+1.87%,"7,137",74.3,1.10,1.41
2021/09/21,43,8058,三菱商,東１,"3,532.0",,-109.0,-2.99%,"7,019",13.7,0.90,3.79
2021/09/21,44,6758,ソニーＧ,東１,"12,340",,+25,+0.20%,"6,973",21.8,2.21,－
2021/09/21,45,8316,三井住友ＦＧ,東１,"3,929",,-42,-1.06%,"6,863",9.0,0.45,5.09
2021/09/21,46,4934,Ｐアンチエイ,東Ｍ,"15,400",,+340,+2.26%,"6,786",38.8,19.48,－
2021/09/21,47,1357,日経Ｄインバ,東Ｅ,378,,+16,+4.42%,"6,753",－,－,－
2021/09/21,48,4612,日本ペＨＤ,東１,"1,305",,-105,-7.45%,"6,724",39.3,3.34,0.77
2021/09/21,49,4502,武田,東１,"3,759",,-54,-1.42%,"6,630",23.6,1.13,4.79
2021/09/21,50,9433,ＫＤＤＩ,東１,"3,786",,-89,-2.30%,"6,471",13.0,1.79,3.30
2021/09/21,51,6981,村田製,東１,"10,015",,-160,-1.57%,"6,355",23.6,3.26,1.20
