日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/02/16,1,7816,スノーピーク,東１,"2,843",,+52,+1.86%,"38,907",32.6,7.77,0.42
2022/02/16,2,2158,フロンテオ,東Ｍ,"1,993",,-357,-15.19%,"34,243",71.2,13.90,0.35
2022/02/16,3,2438,アスカネット,東Ｍ,"1,527",,+184,+13.70%,"29,171",128,4.42,0.46
2022/02/16,4,6920,レーザーテク,東１,"22,325",,+330,+1.50%,"26,317",95.9,33.91,0.37
2022/02/16,5,4592,サンバイオ,東Ｍ,"1,646",,-39,-2.31%,"22,137",－,23.66,－
2022/02/16,6,8306,三菱ＵＦＪ,東１,745.8,,+11.7,+1.59%,"21,098",9.0,0.53,3.75
2022/02/16,7,1570,日経レバ,東Ｅ,"14,135",,+635,+4.70%,"20,856",－,－,－
2022/02/16,8,9984,ＳＢＧ,東１,"5,236",,+78,+1.51%,"18,677",－,0.79,0.84
2022/02/16,9,4267,ライトＷ,東Ｍ,"2,844",,-456,-13.82%,"17,039",65.2,21.12,0.49
2022/02/16,10,6098,リクルート,東１,"5,123",,+77,+1.53%,"17,017",31.2,6.19,0.41
2022/02/16,11,4689,ＺＨＤ,東１,566.3,,+2.5,+0.44%,"16,468",－,1.56,0.98
2022/02/16,12,7203,トヨタ,東１,"2,192.5",,+39.0,+1.81%,"16,059",12.2,1.21,－
2022/02/16,13,6619,ＷＳＣＯＰＥ,東１,"1,005",,+66,+7.03%,"14,383",39.1,1.79,－
2022/02/16,14,7201,日産自,東１,610.7,,+4.3,+0.71%,"13,781",11.7,0.56,－
2022/02/16,15,7370,Ｅｎｊｉｎ,東Ｍ,"2,898",,+218,+8.13%,"11,807",36.4,6.38,－
2022/02/16,16,6178,日本郵政,東１,986.2,,+5.2,+0.53%,"11,628",7.6,0.27,5.07
2022/02/16,17,9827,リリカラ,ＪＱ,316,,+46,+17.04%,"11,537",4.9,0.57,4.59
2022/02/16,18,2181,パーソルＨＤ,東１,"2,509",,-168,-6.28%,"11,245",20.9,3.33,1.59
2022/02/16,19,5108,ブリヂストン,東１,"5,263",,+362,+7.39%,"11,027",13.2,1.41,3.23
2022/02/16,20,8750,第一生命ＨＤ,東１,"2,650.0",,+56.0,+2.16%,"10,756",7.9,0.55,3.02
2022/02/16,21,9202,ＡＮＡＨＤ,東１,"2,668.5",,+91.5,+3.55%,"10,546",－,1.57,－
2022/02/16,22,8308,りそなＨＤ,東１,547.9,,+12.7,+2.37%,"10,324",9.1,0.52,3.83
2022/02/16,23,1605,ＩＮＰＥＸ,東１,"1,138",,-40,-3.40%,"9,707",6.3,0.51,4.75
2022/02/16,24,9213,セイファート,ＪＱ,995,,+4,+0.40%,"9,333",8.0,2.63,－
2022/02/16,25,4188,三菱ケミＨＤ,東１,845.6,,+30.3,+3.72%,"9,201",6.3,0.89,3.55
2022/02/16,26,5401,日本製鉄,東１,"2,033.5",,+52.5,+2.65%,"8,838",3.6,0.57,6.88
