日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/08/25,1,4093,アセチレン,東１,"1,972",,+40,+2.07%,"37,415",15.2,0.90,2.28
2021/08/25,2,9984,ＳＢＧ,東１,"6,213",,+34,+0.55%,"34,632",－,0.99,0.71
2021/08/25,3,7072,インテＭ,東Ｍ,"1,885",,+116,+6.56%,"21,132",733,4.54,－
2021/08/25,4,4507,塩野義,東１,"7,106",,+316,+4.65%,"20,610",21.4,2.48,1.55
2021/08/25,5,4568,第一三共,東１,"2,580.0",,+34.5,+1.36%,"17,838",98.9,3.86,1.05
2021/08/25,6,7370,Ｅｎｊｉｎ,東Ｍ,"4,315",,+450,+11.64%,"17,170",54.1,25.81,－
2021/08/25,7,4689,ＺＨＤ,東１,686.2,,+15.1,+2.25%,"16,058",－,1.96,0.81
2021/08/25,8,7203,トヨタ,東１,"9,484",,+212,+2.29%,"14,626",11.5,1.10,－
2021/08/25,9,5401,日本製鉄,東１,"2,027.5",,+55.0,+2.79%,"13,670",5.0,0.63,－
2021/08/25,10,5411,ＪＦＥ,東１,"1,617",,+78,+5.07%,"13,244",3.9,0.53,－
2021/08/25,11,8256,プロルート,ＪＱ,368,,-14,-3.66%,"11,257",83.4,11.66,－
2021/08/25,12,7201,日産自,東１,568.3,,+8.5,+1.52%,"11,166",37.1,0.54,－
2021/08/25,13,6920,レーザーテク,東１,"20,780",,+110,+0.53%,"9,159",89.2,33.97,0.39
2021/08/25,14,9107,川崎汽,東１,"4,945",,+15,+0.30%,"8,953",1.7,1.44,－
2021/08/25,15,9101,郵船,東１,"7,850",,+30,+0.38%,"8,951",2.7,1.73,8.92
2021/08/25,16,9202,ＡＮＡＨＤ,東１,"2,597.0",,+2.0,+0.08%,"8,643",349,1.45,－
2021/08/25,17,7272,ヤマハ発,東１,"2,601",,+36,+1.40%,"8,610",8.1,1.12,3.84
2021/08/25,18,1570,日経レバ,東Ｅ,"14,540",,0,0.00%,"8,175",－,－,－
