日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/05/19,1,9984,ＳＢＧ,東１,"8,470",,-177,-2.05%,"41,069",－,1.42,0.52
2021/05/19,2,8306,三菱ＵＦＪ,東１,634.4,,+7.8,+1.24%,"31,277",9.6,0.48,4.26
2021/05/19,3,4188,三菱ケミＨＤ,東１,881.0,,+24.5,+2.86%,"17,730",12.9,1.01,2.72
2021/05/19,4,1570,日経レバ,東Ｅ,"14,990",,-380,-2.47%,"16,302",－,－,－
2021/05/19,5,7203,トヨタ,東１,"8,699",,-120,-1.36%,"15,404",10.6,1.04,－
2021/05/19,6,4582,シンバイオ,ＪＧ,"1,477",,+92,+6.64%,"14,023",49.1,14.68,－
2021/05/19,7,2160,ジーエヌアイ,東Ｍ,"2,330",,+181,+8.42%,"13,780",137,6.69,－
2021/05/19,8,8604,野村,東１,589.4,,+0.3,+0.05%,"13,291",－,0.68,－
2021/05/19,9,7201,日産自,東１,522.4,,-17.2,-3.19%,"12,385",－,0.52,－
2021/05/19,10,5020,ＥＮＥＯＳ,東１,469.1,,-4.8,-1.01%,"12,099",10.8,0.65,4.69
2021/05/19,11,8308,りそなＨＤ,東１,476.9,,-4.4,-0.91%,"11,757",8.0,0.50,4.40
2021/05/19,12,1447,ＩＴｂｏｏｋ,東Ｍ,472,,+25,+5.59%,"11,381",64.9,3.60,－
2021/05/19,13,6613,ＱＤレーザ,東Ｍ,"1,535",,+104,+7.27%,"11,329",－,13.94,－
2021/05/19,14,3647,ジー・スリー,東２,544,,+68,+14.29%,"11,169",57.3,4.00,－
2021/05/19,15,6098,リクルート,東１,"5,132",,+1,+0.02%,"10,916",50.8,7.68,－
2021/05/19,16,4563,アンジェス,東Ｍ,"1,025",,+52,+5.34%,"10,442",－,3.94,－
2021/05/19,17,3402,東レ,東１,664.4,,-14.4,-2.12%,"9,983",13.3,0.86,2.41
2021/05/19,18,8750,第一生命ＨＤ,東１,"2,173.0",,+11.0,+0.51%,"9,941",8.6,0.50,3.54
2021/05/19,19,5401,日本製鉄,東１,"2,215.5",,-40.5,-1.80%,"9,792",8.5,0.74,－
2021/05/19,20,4689,ＺＨＤ,東１,469.1,,-2.1,-0.45%,"9,622",－,1.33,1.19
2021/05/19,21,2413,エムスリー,東１,"7,045",,-83,-1.16%,"9,547",－,23.93,－
2021/05/19,22,6178,日本郵政,東１,934.7,,-7.1,-0.75%,"9,422",11.1,0.27,5.35
2021/05/19,23,8411,みずほＦＧ,東１,"1,700.0",,+15.0,+0.89%,"9,395",8.5,0.47,4.41
2021/05/19,24,3436,ＳＵＭＣＯ,東１,"2,407",,-52,-2.11%,"8,619",－,2.17,－
2021/05/19,25,8002,丸紅,東１,929.0,,-16.4,-1.73%,"8,295",7.0,0.89,3.66
2021/05/19,26,9202,ＡＮＡＨＤ,東１,"2,569.0",,+37.0,+1.46%,"8,192",345,1.20,－
2021/05/19,27,4477,ＢＡＳＥ,東Ｍ,"1,687",,+37,+2.24%,"8,178",－,11.39,－
2021/05/19,28,8698,マネックスＧ,東１,768,,-29,-3.64%,"8,117",－,2.21,－
2021/05/19,29,4503,アステラス,東１,"1,692.5",,+5.5,+0.33%,"8,060",15.0,2.26,2.95
2021/05/19,30,4568,第一三共,東１,"2,623.5",,-16.0,-0.61%,"8,056",100,3.95,1.03
2021/05/19,31,6629,Ｔホライゾン,ＪＱ,"1,763",,+61,+3.58%,"7,940",10.3,2.54,1.13
2021/05/19,32,6981,村田製,東１,"8,066",,-121,-1.48%,"7,837",21.5,2.69,1.49
2021/05/19,33,8316,三井住友ＦＧ,東１,"4,013",,-22,-0.55%,"7,811",9.2,0.47,4.98
2021/05/19,34,6541,グレイス,東１,"1,918",,-120,-5.89%,"7,770",67.9,17.00,－
2021/05/19,35,1552,ＶＩＸ短先物,東Ｅ,"3,585",,+220,+6.54%,"7,705",－,－,－
2021/05/19,36,6723,ルネサス,東１,"1,129",,-28,-2.42%,"7,513",－,2.73,－
2021/05/19,37,7267,ホンダ,東１,"3,309.0",,-37.0,-1.11%,"7,292",9.7,0.63,3.32
2021/05/19,38,6326,クボタ,東１,"2,536.0",,-97.0,-3.68%,"7,263",19.4,1.96,－
2021/05/19,39,6198,Ｃａｒｅｅｒ,東Ｍ,507,,-28,-5.23%,"7,227",429,3.68,－
2021/05/19,40,9433,ＫＤＤＩ,東１,"3,721.0",,+36.0,+0.98%,"7,145",12.9,1.77,3.36
2021/05/19,41,6501,日立,東１,"5,406",,-79,-1.44%,"7,132",9.5,1.48,－
