日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/12/09,1,9984,ＳＢＧ,東１,"5,551",,+58,+1.06%,"38,757",－,0.90,0.79
2021/12/09,2,3083,シーズメン,ＪＱ,"1,801",,+131,+7.84%,"38,635",103,4.66,－
2021/12/09,3,3936,ＧＷ,東Ｍ,451,,-5,-1.10%,"27,459",54.3,36.64,－
2021/12/09,4,2158,フロンテオ,東Ｍ,"2,330",,-80,-3.32%,"20,625",83.1,17.18,0.30
2021/12/09,5,4689,ＺＨＤ,東１,727.7,,-3.3,-0.45%,"20,138",－,2.05,0.76
2021/12/09,6,4412,サイエンスＡ,東Ｍ,"15,130",S,"+3,000",+24.73%,"15,336",－,210,－
2021/12/09,7,6501,日立,東１,"6,401",,-231,-3.48%,"14,907",11.3,1.62,－
2021/12/09,8,1570,日経レバ,東Ｅ,"15,580",,-150,-0.95%,"14,441",－,－,－
2021/12/09,9,9107,川崎汽,東１,"6,800",,-90,-1.31%,"13,731",1.7,1.35,4.41
2021/12/09,10,6920,レーザーテク,東１,"31,100",,+470,+1.53%,"13,143",133,54.68,0.26
2021/12/09,11,8306,三菱ＵＦＪ,東１,630.2,,-4.3,-0.68%,"12,827",7.7,0.45,4.44
2021/12/09,12,4188,三菱ケミＨＤ,東１,848.0,,-15.8,-1.83%,"12,615",6.3,0.91,3.54
2021/12/09,13,9250,ＧＲＣＳ,東Ｍ,"9,080",,+160,+1.79%,"11,783",82.0,56.06,－
2021/12/09,14,7203,トヨタ,東１,"2,056.5",,-11.5,-0.56%,"11,733",11.4,1.16,－
2021/12/09,15,9202,ＡＮＡＨＤ,東１,"2,397.5",,+7.5,+0.31%,"11,536",－,1.41,－
2021/12/09,16,4591,リボミック,東Ｍ,894,,-10,-1.11%,"11,097",－,4.78,－
2021/12/09,17,7201,日産自,東１,555.7,,-12.8,-2.25%,"10,685",12.1,0.52,－
2021/12/09,18,9201,ＪＡＬ,東１,"2,210",,+20,+0.91%,"9,776",－,1.14,－
2021/12/09,19,6522,アスタリスク,東Ｍ,"3,320",S,+500,+17.73%,"9,535",90.1,49.63,－
2021/12/09,20,7078,ＩＮＣ,東Ｍ,"2,204",S,-500,-18.49%,"9,406",－,11.56,－
2021/12/09,21,8226,理経,東２,333,,+12,+3.74%,"9,248",71.9,1.18,－
2021/12/09,22,6098,リクルート,東１,"7,309",,-69,-0.94%,"9,069",44.5,9.49,0.29
2021/12/09,23,3436,ＳＵＭＣＯ,東１,"2,377",,-57,-2.34%,"8,232",23.2,2.46,1.51
2021/12/09,24,5401,日本製鉄,東１,"1,846.0",,-30.0,-1.60%,"7,804",3.3,0.54,－
2021/12/09,25,6178,日本郵政,東１,879.4,,-4.9,-0.55%,"7,730",6.8,0.24,5.69
2021/12/09,26,6723,ルネサス,東１,"1,466",,-32,-2.14%,"7,702",－,2.73,－
2021/12/09,27,3962,チェンジ,東１,"2,173",,+115,+5.59%,"7,083",34.6,5.14,－
2021/12/09,28,4568,第一三共,東１,"2,829.5",,+16.0,+0.57%,"6,860",84.7,4.13,0.95
