日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/08/11,1,9984,ＳＢＧ,東１,"6,711",,-120,-1.76%,"26,273",－,1.07,0.66
2021/08/11,2,4507,塩野義,東１,"6,432",,-2,-0.03%,"23,788",19.4,2.24,1.71
2021/08/11,3,8306,三菱ＵＦＪ,東１,612.6,,+19.5,+3.29%,"23,343",9.2,0.45,4.41
2021/08/11,4,5759,日本電解,東Ｍ,"3,080",,-90,-2.84%,"23,281",25.6,4.36,－
2021/08/11,5,6920,レーザーテク,東１,"20,210",,"-1,260",-5.87%,"16,263",86.8,33.04,0.41
2021/08/11,6,5108,ブリヂストン,東１,"5,140",,+261,+5.35%,"15,290",11.1,1.40,3.31
2021/08/11,7,5401,日本製鉄,東１,"2,210.5",,+75.5,+3.54%,"14,767",5.5,0.68,－
2021/08/11,8,4582,シンバイオ,ＪＧ,"1,131",,-59,-4.96%,"14,721",37.8,10.91,－
2021/08/11,9,4689,ＺＨＤ,東１,629.6,,+15.0,+2.44%,"14,720",－,1.79,0.88
2021/08/11,10,8256,プロルート,ＪＱ,444,,+61,+15.93%,"14,607",100,14.06,－
2021/08/11,11,9517,イーレックス,東１,"2,569",,-526,-17.00%,"13,335",23.3,3.43,0.78
2021/08/11,12,4568,第一三共,東１,"2,147.0",,+54.0,+2.58%,"12,703",82.3,3.21,1.26
2021/08/11,13,3436,ＳＵＭＣＯ,東１,"2,342",,-132,-5.34%,"12,547",－,2.05,－
2021/08/11,14,9101,郵船,東１,"7,860",,+240,+3.15%,"11,958",2.7,1.73,8.91
2021/08/11,15,4165,プレイド,東Ｍ,"2,536",,+191,+8.14%,"11,586",－,19.58,－
2021/08/11,16,8316,三井住友ＦＧ,東１,"3,876",,+107,+2.84%,"10,743",8.9,0.44,5.16
2021/08/11,17,9202,ＡＮＡＨＤ,東１,"2,642.0",,+52.0,+2.01%,"10,474",355,1.47,－
2021/08/11,18,7372,デコルテＨＤ,東Ｍ,"1,399",,-16,-1.13%,"10,194",15.2,2.09,－
2021/08/11,19,9201,ＪＡＬ,東１,"2,305",,+46,+2.04%,"9,899",－,1.13,－
2021/08/11,20,5411,ＪＦＥ,東１,"1,507",,+69,+4.80%,"9,355",6.7,0.52,－
2021/08/11,21,2503,キリンＨＤ,東１,"1,941.0",,-41.5,-2.09%,"9,104",18.7,1.85,3.35
2021/08/11,22,7089,フォースタ,東Ｍ,"3,090",,+780,+33.77%,"8,604",34.2,9.26,－
2021/08/11,23,5301,東海カ,東１,"1,525",,+79,+5.46%,"8,579",27.1,1.48,1.97
2021/08/11,24,7269,スズキ,東１,"4,828",,+237,+5.16%,"8,556",15.6,1.36,－
2021/08/11,25,9107,川崎汽,東１,"4,385",,+360,+8.94%,"8,482",1.5,1.27,－
2021/08/11,26,7974,任天堂,東１,"52,640",,"+1,830",+3.60%,"8,313",18.4,3.48,2.72
