日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/07/30,1,9984,ＳＢＧ,東１,"6,837",,-183,-2.61%,"24,019",－,1.15,0.64
2021/07/30,2,7201,日産自,東１,630.9,,+3.0,+0.48%,"22,758",41.2,0.60,－
2021/07/30,3,6227,ＡＩメカ,東２,"1,707",,－,－%,"20,405",15.6,1.40,－
2021/07/30,4,1570,日経レバ,東Ｅ,"14,090",,-540,-3.69%,"19,434",－,－,－
2021/07/30,5,6981,村田製,東１,"9,040",,-60,-0.66%,"15,665",21.3,2.94,1.33
2021/07/30,6,4689,ＺＨＤ,東１,546.5,,-12.6,-2.25%,"15,306",－,1.55,1.02
2021/07/30,7,7379,サーキュ,東Ｍ,"4,300",,-190,-4.23%,"15,032",120,108,－
2021/07/30,8,6723,ルネサス,東１,"1,181",,+7,+0.60%,"15,003",－,2.35,－
2021/07/30,9,2160,ジーエヌアイ,東Ｍ,"1,586",,-313,-16.48%,"14,981",96.8,4.71,－
2021/07/30,10,6315,ＴＯＷＡ,東１,"2,388",,+346,+16.94%,"14,089",9.4,1.92,0.96
2021/07/30,11,6752,パナソニック,東１,"1,305.5",,-44.5,-3.30%,"12,991",14.5,1.14,－
2021/07/30,12,4751,サイバー,東１,"1,964",,-74,-3.63%,"12,528",24.8,8.25,0.56
2021/07/30,13,6902,デンソー,東１,"7,482",,+215,+2.96%,"11,998",17.3,1.44,1.87
2021/07/30,14,4477,ＢＡＳＥ,東Ｍ,"1,140",,-153,-11.83%,"11,752",－,7.77,－
2021/07/30,15,8306,三菱ＵＦＪ,東１,578.5,,-6.2,-1.06%,"11,540",8.7,0.44,4.67
2021/07/30,16,1552,ＶＩＸ短先物,東Ｅ,"2,755",,+93,+3.49%,"11,524",－,－,－
2021/07/30,17,6920,レーザーテク,東１,"20,470",,-610,-2.89%,"11,188",131,38.11,0.27
2021/07/30,18,2413,エムスリー,東１,"7,130",,+20,+0.28%,"11,086",－,23.47,－
2021/07/30,19,9104,商船三井,東１,"5,650",,+620,+12.33%,"10,278",2.0,0.96,9.73
2021/07/30,20,4503,アステラス,東１,"1,739.0",,-168.0,-8.81%,"10,255",17.6,2.33,2.88
2021/07/30,21,7203,トヨタ,東１,"9,805",,-51,-0.52%,"10,104",11.9,1.17,－
2021/07/30,22,3936,ＧＷ,東Ｍ,"3,105",S,+502,+19.29%,"9,449",38.1,18.57,－
2021/07/30,23,9101,郵船,東１,"5,880",,+380,+6.91%,"9,282",2.8,1.59,3.40
2021/07/30,24,5401,日本製鉄,東１,"1,892.0",,-0.5,-0.03%,"8,873",7.3,0.63,－
2021/07/30,25,8002,丸紅,東１,925.9,,-29.9,-3.13%,"8,848",7.0,0.88,3.67
2021/07/30,26,6754,アンリツ,東１,"1,910",,-186,-8.87%,"8,782",16.2,2.43,2.09
2021/07/30,27,4502,武田,東１,"3,682",,-74,-1.97%,"8,639",23.1,1.09,4.89
2021/07/30,28,9240,デリバリコン,東Ｍ,"1,133",,-196,-14.75%,"8,631",32.5,13.38,－
2021/07/30,29,4911,資生堂,東１,"7,286",,-214,-2.85%,"8,499",82.0,5.89,0.69
2021/07/30,30,6758,ソニーＧ,東１,"11,375",,-145,-1.26%,"8,056",21.4,2.53,－
2021/07/30,31,4568,第一三共,東１,"2,159.5",,-66.0,-2.97%,"8,029",82.8,3.23,1.25
2021/07/30,32,9107,川崎汽,東１,"3,720",,+225,+6.44%,"7,903",1.8,1.59,－
2021/07/30,33,7751,キヤノン,東１,"2,496.5",,-4.5,-0.18%,"7,833",13.0,0.95,3.61
2021/07/30,34,4980,デクセリ,東１,"2,515",,+196,+8.45%,"7,717",21.9,2.81,2.31
2021/07/30,35,6301,コマツ,東１,"2,829.0",,-38.5,-1.34%,"7,551",18.3,1.38,2.19
2021/07/30,36,6501,日立,東１,"6,258",,-153,-2.39%,"7,510",11.0,1.68,－
2021/07/30,37,6503,三菱電,東１,"1,476.0",,-24.0,-1.60%,"7,313",15.1,1.15,－
2021/07/30,38,6954,ファナック,東１,"24,380",,"-1,615",-6.21%,"7,295",30.0,3.26,－
2021/07/30,39,8601,大和,東１,574.0,,0.0,0.00%,"7,244",－,0.66,－
2021/07/30,40,9202,ＡＮＡＨＤ,東１,"2,563.5",,-22.5,-0.87%,"7,067",344,1.43,－
2021/07/30,41,6702,富士通,東１,"18,565",,"-1,805",-8.86%,"6,979",18.0,2.53,1.19
2021/07/30,42,9020,ＪＲ東日本,東１,"7,280",,-166,-2.23%,"6,929",76.3,1.13,1.37
2021/07/30,43,1803,清水建,東１,803,,-73,-8.33%,"6,801",10.4,0.76,2.86
2021/07/30,44,2503,キリンＨＤ,東１,"2,000.0",,-40.5,-1.98%,"6,571",16.2,1.92,3.25
2021/07/30,45,8604,野村,東１,548.1,,-0.6,-0.11%,"6,381",－,0.62,－
2021/07/30,46,3436,ＳＵＭＣＯ,東１,"2,517",,-14,-0.55%,"6,338",－,2.27,－
2021/07/30,47,4075,ブレインズ,東Ｍ,"2,743",,-457,-14.28%,"6,333",141,88.20,－
2021/07/30,48,3377,バイク王,東２,"1,424",,+32,+2.30%,"6,317",18.2,3.88,0.77
2021/07/30,49,9201,ＪＡＬ,東１,"2,283",,-20,-0.87%,"6,261",－,1.05,－
2021/07/30,50,6861,キーエンス,東１,"60,740",,"+2,750",+4.74%,"6,090",－,7.51,0.33
2021/07/30,51,5020,ＥＮＥＯＳ,東１,459.5,,-4.0,-0.86%,"5,956",10.5,0.63,4.79
2021/07/30,52,6098,リクルート,東１,"5,629",,-133,-2.31%,"5,911",55.7,8.43,－
2021/07/30,53,6473,ジェイテクト,東１,"1,032",,-101,-8.91%,"5,736",16.9,0.62,1.55
2021/07/30,54,7733,オリンパス,東１,"2,245.5",,-49.5,-2.16%,"5,637",32.4,7.32,0.62
2021/07/30,55,4902,コニカミノル,東１,560,,-27,-4.60%,"5,633",14.5,0.52,5.36
2021/07/30,56,4523,エーザイ,東１,"8,983",,-326,-3.50%,"5,626",57.9,3.66,1.78
2021/07/30,57,6770,アルプスアル,東１,"1,133",,-22,-1.90%,"5,610",14.2,0.69,1.77
2021/07/30,58,6366,千代建,東２,389,,-62,-13.75%,"5,558",－,2.77,－
2021/07/30,59,7974,任天堂,東１,"56,400",,"-2,310",-3.93%,"5,552",19.8,3.58,2.54
2021/07/30,60,9433,ＫＤＤＩ,東１,"3,332.0",,-88.0,-2.57%,"5,426",11.5,1.58,3.75
2021/07/30,61,7259,アイシン,東１,"4,415",,-305,-6.46%,"5,362",7.9,0.75,3.85
