日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/09/10,1,9984,ＳＢＧ,東１,"7,179",,+54,+0.76%,"62,510",－,1.15,0.61
2021/09/10,2,4477,ＢＡＳＥ,東Ｍ,"1,382",,+261,+23.28%,"26,738",－,9.55,－
2021/09/10,3,6198,Ｃａｒｅｅｒ,東Ｍ,871,,+6,+0.69%,"23,904",57.0,6.05,－
2021/09/10,4,6920,レーザーテク,東１,"28,250",,+280,+1.00%,"23,808",121,46.18,0.29
2021/09/10,5,4523,エーザイ,東１,"8,300",,-793,-8.72%,"18,004",40.7,3.29,1.93
2021/09/10,6,8306,三菱ＵＦＪ,東１,632.3,,+8.2,+1.31%,"15,508",9.5,0.47,4.27
2021/09/10,7,9519,レノバ,東１,"6,110",,+440,+7.76%,"14,081",93.3,23.25,－
2021/09/10,8,4370,モビルス,東Ｍ,"1,943",,-110,-5.36%,"13,742",72.2,7.78,－
2021/09/10,9,6723,ルネサス,東１,"1,370",,+77,+5.96%,"13,676",－,2.72,－
2021/09/10,10,1570,日経レバ,東Ｅ,"17,420",,+430,+2.53%,"13,452",－,－,－
2021/09/10,11,4689,ＺＨＤ,東１,706.1,,-4.2,-0.59%,"12,862",－,2.01,0.79
2021/09/10,12,6335,東京機,東１,"3,335",,-25,-0.74%,"11,756",93.9,3.92,－
2021/09/10,13,5411,ＪＦＥ,東１,"1,862",,-14,-0.75%,"11,705",4.5,0.60,－
2021/09/10,14,5401,日本製鉄,東１,"2,301.0",,-4.5,-0.20%,"11,150",5.7,0.71,－
2021/09/10,15,9517,イーレックス,東１,"2,832",,+116,+4.27%,"9,611",25.7,3.78,0.71
2021/09/10,16,8473,ＳＢＩ,東１,"3,020",,+214,+7.63%,"9,219",－,1.30,－
2021/09/10,17,7203,トヨタ,東１,"9,959",,+61,+0.62%,"9,087",12.0,1.14,－
2021/09/10,18,4475,ＨＥＮＮＧＥ,東Ｍ,"6,590",,+940,+16.64%,"8,882",554,60.73,－
2021/09/10,19,3436,ＳＵＭＣＯ,東１,"2,624",,+103,+4.09%,"8,788",－,2.30,－
2021/09/10,20,7201,日産自,東１,571.6,,-1.5,-0.26%,"8,784",37.3,0.55,－
